,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,2,2,3,2,2,2,1,2,1.9,0.74,0.0330165,4.9,0.5485,2.75,26.920499999999997,1203.8000000000002
9,1,1,1,1,1,1,1,1,1.099,0.62,0.6335,1.2970000000000002,0.1405,1.3465,32.849999999999994,762.404
8,1,1,0,1,1,1,1,1,2.9,0.98,0.09985,6.7,0.5994999999999999,7.65,44.650000000000006,4717.4
7,0,0,0,0,0,0,1,0,1.2999999999999998,0.66,0.1665,1.9000000000000001,0.1915,2.05,80.05,1643.0
6,0,0,0,0,0,0,0,0,1.5,0.7,0.2335,2.5,0.2425,3.45,38.75,2082.2
5,0,0,0,0,0,0,0,0,1.7000000000000002,0.78,0.30000000000000004,3.0999999999999996,0.2935,4.15,50.55,2521.4
4,0,0,0,0,0,0,0,0,2.1,0.8200000000000001,0.36650000000000005,3.7,0.34450000000000003,4.85,56.45,2960.6
3,0,0,0,0,0,0,0,0,2.3,0.86,0.4335,4.3,0.39549999999999996,5.550000000000001,62.349999999999994,3399.8
2,0,0,0,0,0,0,0,0,2.5,0.9,0.5,5.5,0.4465,6.25,68.25,3839.0
1,0,0,0,0,0,0,0,0,2.7,0.94,0.5665,6.1,0.4975,6.949999999999999,74.15,4278.2
