,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,8,8,5,6,5,5,5,2.3465000000000003,0.5840000000000001,0.0178695,2.8415,0.1355,1.396,6.643,95.66399999999999
9,4,2,2,2,2,2,2,1,3.05,0.978,0.34299999999999997,4.550000000000001,0.2405,2.2,40.900000000000006,658.2
8,2,0,0,2,2,2,2,1,8.65,0.628,0.054150000000000004,18.15,0.608,8.6,109.3,845.4
7,0,0,0,1,0,1,1,1,3.75,0.6719999999999999,0.0901,6.25,0.188,3.0,18.1,1219.8000000000002
6,0,0,0,0,0,0,0,1,4.449999999999999,0.716,0.126,7.95,0.29300000000000004,3.8,29.5,1594.1999999999998
5,0,0,0,0,0,0,0,1,5.15,0.7595000000000001,0.16249999999999998,9.65,0.34550000000000003,4.6,52.3,1781.4
4,0,0,0,0,0,0,0,0,5.85,0.8029999999999999,0.199,11.35,0.398,5.4,63.7,283.79999999999995
3,0,0,0,0,0,0,0,0,6.550000000000001,0.847,0.235,13.05,0.4505,6.199999999999999,75.1,471.0
2,0,0,0,0,0,0,0,0,7.25,0.8905000000000001,0.271,14.75,0.503,7.0,86.5,1032.6
1,0,0,0,0,0,0,0,0,7.95,0.9339999999999999,0.307,16.45,0.5555,7.8,97.9,1407.0
