,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,20,8,8,10,11,16,5.75,0.5045,0.019602,3.178,0.024310000000000002,1.7425,7.821000000000001,196.1685
9,5,6,2,4,3,5,5,2,7.65,0.5985,0.05940000000000001,7.6000000000000005,0.06470000000000001,7.75,71.1,1387.0500000000002
8,3,4,1,4,3,3,3,2,1.9405,0.5515,0.0991,20.8,0.1049,3.25,23.700000000000003,2972.25
7,3,3,1,4,3,3,2,1,3.8499999999999996,0.4105,0.1385,25.2,0.185,6.25,118.5,990.75
6,3,2,1,2,2,1,1,1,9.55,0.6455,0.3765,12.0,0.306,4.75,39.5,1783.35
5,2,1,0,2,2,1,1,1,11.45,0.4575,0.178,34.0,0.346,10.75,55.3,2179.65
4,1,1,0,1,2,1,1,1,15.25,0.6925,0.218,42.8,0.386,12.25,86.9,2575.95
3,1,1,0,0,1,1,1,1,19.05,0.8335,0.2575,16.4,0.14500000000000002,15.25,150.1,3764.85
2,0,0,0,0,1,0,0,0,13.350000000000001,0.7395,0.29700000000000004,29.6,0.22499999999999998,9.25,102.69999999999999,594.45
1,0,0,0,0,0,0,0,0,17.15,0.7865,0.33699999999999997,38.400000000000006,0.26549999999999996,13.75,134.3,3368.55
