,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,4,4,4,1,1,2.9997,0.9999,-0.0001,2.9997,0.49995,0.9999,14.0585,204.555
9,0,0,0,0,0,0,1,1,2.9973,0.9991,-0.0009,2.9973,0.49955,0.9991,69.05,984.5
8,0,0,0,0,0,0,1,1,2.9979,0.9993,-0.0007,2.9979,0.49965,0.9993,105.65,2540.5
7,0,0,0,0,0,0,1,1,2.9985,0.9995,-0.0005,2.9985,0.49975,0.9995,178.85,3707.5
6,0,0,0,0,0,0,0,0,2.9991000000000003,0.9997,-0.00030000000000000003,2.9991000000000003,0.49985,0.9997,32.45,595.5
5,0,0,0,0,0,0,0,0,3.0003,1.0001,0.0001,3.0003,0.50005,1.0001,50.75,1373.5
4,0,0,0,0,0,0,0,0,3.0008999999999997,1.0003,0.00030000000000000003,3.0008999999999997,0.50015,1.0003,87.35,1762.5
3,0,0,0,0,0,0,0,0,3.0015,1.0005,0.0005,3.0015,0.50025,1.0005,123.94999999999999,2151.5
2,0,0,0,0,0,0,0,0,3.0021,1.0007,0.0007,3.0021,0.50035,1.0007,142.25,2929.5
1,0,0,0,0,0,0,0,0,3.0027,1.0009,0.0009,3.0027,0.50045,1.0009,160.55,3318.5
