,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,19,11,36,26,29,28,30,33,5.050000000000001,0.441,0.016978499999999997,4.8115,0.023044,2.1385,7.5735,328.482
9,9,8,4,10,8,7,7,8,2.3365,0.5175000000000001,0.0514,12.549999999999999,0.0697,4.449999999999999,22.950000000000003,995.4000000000001
8,6,7,2,3,3,3,4,2,7.75,0.3255,0.08574999999999999,51.05,0.34850000000000003,9.05,38.25,1659.0
7,5,7,2,2,2,2,2,1,15.85,0.40249999999999997,0.15400000000000003,20.25,0.2555,6.75,53.55,2322.6
6,3,4,1,2,1,2,1,1,13.15,0.364,0.22299999999999998,66.45,0.11595,13.65,68.85,2986.2
5,2,4,1,1,1,2,1,1,10.45,0.479,0.3255,35.65,0.30200000000000005,22.85,114.75,6304.2
4,1,2,0,1,1,1,1,0,21.25,0.556,0.12,43.35,0.395,11.35,145.35,3649.8
3,1,1,0,1,1,1,0,0,26.65,0.2865,0.1885,74.15,0.4415,18.25,84.15,4313.4
2,0,1,0,0,0,0,0,0,18.549999999999997,0.5945,0.257,27.950000000000003,0.1625,15.950000000000001,99.44999999999999,4977.0
1,0,1,0,0,0,0,0,0,23.950000000000003,0.633,0.29100000000000004,58.75,0.20900000000000002,20.549999999999997,130.05,5640.6
