,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,2,2,1,2,1,2.9997,0.9999,-0.0001,7.9,0.5015000000000001,5.198,108.19999999999999,1175.768
9,0,0,0,1,1,1,1,1,2.9973,0.9991,-0.0009,7.099,0.4555,6.0,98.584,1608.2
8,0,0,0,1,1,1,1,1,2.9979,0.9993,-0.0007,8.9,0.5375000000000001,6.8,127.4,1694.6
7,0,0,0,0,0,1,0,1,2.9985,0.9995,-0.0005,7.300000000000001,0.4645,8.8,101.80000000000001,1953.8
6,0,0,0,0,0,0,0,0,2.9991000000000003,0.9997,-0.00030000000000000003,7.5,0.474,5.6,105.0,1262.6
5,0,0,0,0,0,0,0,0,3.0003,1.0001,0.0001,7.699999999999999,0.4835,6.4,111.4,1349.0
4,0,0,0,0,0,0,0,0,3.0008999999999997,1.0003,0.00030000000000000003,8.1,0.4925,7.2,114.6,1435.4
3,0,0,0,0,0,0,0,0,3.0015,1.0005,0.0005,8.3,0.5105,7.6,117.80000000000001,1521.8
2,0,0,0,0,0,0,0,0,3.0021,1.0007,0.0007,8.5,0.5195000000000001,8.0,121.0,1781.0
1,0,0,0,0,0,0,0,0,3.0027,1.0009,0.0009,8.7,0.5285,8.399999999999999,124.19999999999999,1867.4
