,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,6,4,4,3,3,5,8.85,0.9875,0.0132,28.8,0.4075,4.75,11.197000000000001,151.59
9,3,3,4,2,2,2,3,2,7.949999999999999,0.8875,0.00068805,7.188000000000001,0.11145,1.2475,31.900000000000002,999.0
8,1,1,0,1,1,2,2,2,6.1485,0.7625,0.002085,12.0,0.1775,1.75,114.3,2691.0
7,0,0,0,1,1,2,1,1,6.449999999999999,0.7875000000000001,0.003475,14.399999999999999,0.21050000000000002,5.75,134.89999999999998,435.0
6,0,0,0,1,1,1,1,0,6.75,0.8125,0.0048649999999999995,19.2,0.276,2.75,196.7,717.0
5,0,0,0,1,1,0,0,0,7.050000000000001,0.8374999999999999,0.00625,26.4,0.3745,2.25,52.5,1281.0
4,0,0,0,0,0,0,0,0,7.35,0.8625,0.007635,9.600000000000001,0.14450000000000002,3.25,73.1,1563.0
3,0,0,0,0,0,0,0,0,7.65,0.9125000000000001,0.009025,16.8,0.2435,3.75,93.7,1845.0
2,0,0,0,0,0,0,0,0,8.25,0.9375,0.010409999999999999,21.6,0.3085,4.25,155.5,2127.0
1,0,0,0,0,0,0,0,0,8.55,0.9624999999999999,0.011800000000000001,24.0,0.3415,5.25,176.10000000000002,2409.0
