,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,4,10,3,5,5,4,7,7.4,0.654,0.0114345,13.25,0.09545000000000001,2.386,27.84,289.0215
9,1,4,2,3,2,4,4,3,2.5940000000000003,0.7,0.05765,20.75,0.04625,8.0,60.0,1753.65
8,1,2,1,2,2,2,3,2,3.8000000000000003,0.5615,0.0346,5.7125,0.2415,5.199999999999999,92.0,656.55
7,1,1,1,2,2,2,2,2,8.6,0.746,0.0807,28.25,0.4375,19.200000000000003,188.0,1022.25
6,1,1,1,2,1,1,1,1,9.8,0.792,0.219,50.75,0.193,10.8,124.0,3582.15
5,1,1,0,1,1,1,1,0,11.0,0.8385,0.1036,35.75,0.2905,27.6,316.0,1387.9499999999998
4,1,1,0,1,1,0,0,0,12.2,0.885,0.1265,43.25,0.3395,13.6,156.0,2119.35
3,1,1,0,1,1,0,0,0,13.4,0.977,0.14950000000000002,73.25,0.486,16.4,220.0,2485.05
2,0,0,0,0,0,0,0,0,5.0,0.608,0.1725,58.25,0.14450000000000002,22.0,252.0,2850.75
1,0,0,0,0,0,0,0,0,6.199999999999999,0.931,0.1955,65.75,0.38849999999999996,24.799999999999997,284.0,3216.45
