,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,10,25,15,10,21,20,24,4.9,0.492,0.023462999999999998,4.3165000000000004,0.031055000000000003,2.0395,13.919500000000001,432.066
9,8,10,5,8,10,4,8,6,2.287,0.5445,0.07105,11.05,0.08375,4.15,40.150000000000006,1303.1999999999998
8,6,4,1,5,4,4,2,1,7.5,0.6495,0.11835,17.75,0.1885,6.25,66.25,2170.0
7,3,3,1,2,2,1,1,1,10.100000000000001,0.597,0.44999999999999996,31.15,0.136,10.45,92.35,8237.6
6,3,2,0,1,2,1,1,0,15.3,0.38649999999999995,0.16549999999999998,37.85,0.241,16.75,248.95,3036.8
5,2,2,0,1,1,1,0,0,12.7,0.4395,0.213,64.65,0.29300000000000004,20.95,118.45,3903.6
4,1,1,0,0,1,0,0,0,25.7,0.8594999999999999,0.26049999999999995,24.450000000000003,0.34550000000000003,8.35,144.55,4770.4
3,0,0,0,0,1,0,0,0,17.9,0.702,0.308,44.55,0.4505,12.55,170.64999999999998,5637.200000000001
2,0,0,0,0,1,0,0,0,20.5,0.7545,0.35550000000000004,51.25,0.503,14.649999999999999,196.75,6504.0
1,0,0,0,0,0,0,0,0,23.1,0.8069999999999999,0.40249999999999997,57.95,0.398,18.85,222.85000000000002,7370.799999999999
