,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,8,30,14,16,17,24,24,9.75,0.5415000000000001,0.009801,8.6825,0.023829999999999997,2.584,12.1275,235.9665
9,5,7,3,6,5,9,6,7,3.5345,0.622,0.029650000000000003,22.25,0.06195,5.800000000000001,36.75,715.05
8,5,5,3,5,4,3,3,2,6.6499999999999995,0.5820000000000001,0.0494,49.25,0.138,9.0,61.25,1191.75
7,5,4,1,4,4,3,2,2,15.95,0.501,0.0692,35.75,0.32799999999999996,12.2,85.75,2621.85
6,4,4,1,3,3,3,2,2,19.05,0.662,0.089,116.75,0.09995,18.6,110.25,4528.65
5,4,3,1,2,3,1,1,1,28.35,0.743,0.188,62.75,0.176,15.4,183.75,1668.4499999999998
4,3,2,0,2,2,1,1,1,25.25,0.7025,0.10894999999999999,103.25,0.252,21.799999999999997,232.75,3575.25
3,2,2,0,1,1,1,0,0,12.850000000000001,0.783,0.1285,76.25,0.21400000000000002,28.200000000000003,134.75,2145.15
2,2,2,0,1,1,1,0,0,22.15,0.823,0.14800000000000002,89.75,0.366,31.4,159.25,3098.55
1,2,2,0,1,0,0,0,0,31.45,0.8634999999999999,0.16799999999999998,130.25,0.29000000000000004,25.0,208.25,4051.95
