,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,39,32,64,54,52,56,54,60,4.079,0.45599999999999996,0.022373999999999998,6.6035,0.0284625,2.386,14.6025,364.8645
9,21,14,2,8,8,6,9,7,8.3,0.32499999999999996,0.0678,15.950000000000001,0.08625000000000001,8.0,44.25,1105.65
8,4,12,1,4,3,4,4,1,12.5,0.39049999999999996,0.1132,34.55,0.144,5.199999999999999,73.75,1842.75
7,2,5,1,3,3,3,1,1,16.7,0.522,0.1585,25.25,0.2015,10.8,103.25,2579.8500000000004
6,2,3,1,1,2,1,1,1,20.9,0.0615,0.20350000000000001,90.35,0.3165,27.6,132.75,7002.45
5,1,3,1,0,1,0,1,0,25.1,0.259,0.4295,43.85,0.4315,13.6,280.25,3316.95
4,1,1,0,0,1,0,0,0,41.9,0.653,0.2485,53.15,0.5465,16.4,162.25,4054.05
3,0,0,0,0,0,0,0,0,29.299999999999997,0.12735000000000002,0.29400000000000004,62.449999999999996,0.259,19.200000000000003,191.75,4791.15
2,0,0,0,0,0,0,0,0,33.5,0.193,0.3395,71.75,0.374,22.0,221.25,5528.25
1,0,0,0,0,0,0,0,0,37.7,0.5875,0.38449999999999995,81.05000000000001,0.489,24.799999999999997,250.75,6265.35
