,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,5,5,5,2,2,3.9996,0.9999,-0.0001,3.9996,0.44716500000000003,0.9999,6.85,52.6135
9,0,0,0,0,0,0,1,1,3.9964,0.9991,-0.0009,3.9964,0.44681499999999996,0.9991,1.4455,74.55000000000001
8,0,0,0,0,0,0,1,1,3.9972,0.9993,-0.0007,3.9972,0.446905,0.9993,4.15,103.75
7,0,0,0,0,0,0,1,1,3.998,0.9995,-0.0005,3.998,0.44699,0.9995,9.55,118.35
6,0,0,0,0,0,0,0,0,3.9988,0.9997,-0.00030000000000000003,3.9988,0.447075,0.9997,2.3499999999999996,59.95
5,0,0,0,0,0,0,0,0,4.0004,1.0001,0.0001,4.0004,0.44725499999999996,1.0001,3.25,67.25
4,0,0,0,0,0,0,0,0,4.0012,1.0003,0.00030000000000000003,4.0012,0.447345,1.0003,5.05,81.85
3,0,0,0,0,0,0,0,0,4.002,1.0005,0.0005,4.002,0.447435,1.0005,5.95,89.15
2,0,0,0,0,0,0,0,0,4.0028,1.0007,0.0007,4.0028,0.447525,1.0007,7.75,96.44999999999999
1,0,0,0,0,0,0,0,0,4.0036,1.0009,0.0009,4.0036,0.447615,1.0009,8.649999999999999,111.05000000000001
