,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,5,2,3,2,2,2,4.9,0.792,0.0164835,3.4255,0.473,2.2375,20.88,300.3025
9,2,2,2,2,2,2,2,2,6.1,0.885,0.05,47.55,0.0365,19.75,237.0,3729.25
8,1,1,1,1,1,1,1,1,1.2970000000000002,0.5615,0.3165,18.15,0.182,7.25,69.0,792.25
7,1,1,0,1,1,1,1,1,3.0999999999999996,0.654,0.08335000000000001,27.95,0.279,9.75,93.0,1771.25
6,1,1,0,1,1,1,1,1,6.7,0.977,0.1165,37.75,0.4245,17.25,117.0,2260.75
5,0,0,0,1,0,1,1,1,1.9000000000000001,0.608,0.15000000000000002,42.650000000000006,0.08499999999999999,24.75,189.0,4708.25
4,0,0,0,0,0,0,0,0,2.5,0.7,0.1835,8.350000000000001,0.1335,4.75,45.0,1281.75
3,0,0,0,0,0,0,0,0,3.7,0.746,0.21650000000000003,13.25,0.23049999999999998,12.25,141.0,2750.25
2,0,0,0,0,0,0,0,0,4.3,0.8385,0.25,23.05,0.3275,14.75,165.0,3239.75
1,0,0,0,0,0,0,0,0,5.5,0.931,0.2835,32.849999999999994,0.376,22.25,213.0,4218.75
