,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,15,8,6,10,10,11,1.495,0.4085,0.0180675,2.3365,0.028264499999999998,1.891,3.871,272.707
9,5,4,1,3,4,2,3,2,3.5,0.09345,0.0548,5.050000000000001,0.08555,3.6999999999999997,21.299999999999997,1312.5
8,1,3,1,3,3,2,1,1,2.5,0.47150000000000003,0.347,7.75,0.1995,5.5,9.7,793.9000000000001
7,1,2,0,2,2,2,1,1,4.5,0.34550000000000003,0.09154999999999999,15.85,0.48550000000000004,9.1,15.5,1831.1
6,1,1,0,1,1,1,1,1,5.5,0.6605,0.128,26.65,0.257,18.1,27.1,2349.7
5,1,0,0,0,1,0,1,1,10.5,0.1565,0.16449999999999998,10.45,0.5425,7.3,56.1,4942.7
4,0,0,0,0,0,0,0,0,6.5,0.2195,0.201,13.15,0.14250000000000002,10.9,32.9,2868.3
3,0,0,0,0,0,0,0,0,7.5,0.2825,0.2375,18.549999999999997,0.3145,12.7,38.7,3386.8999999999996
2,0,0,0,0,0,0,0,0,8.5,0.5345,0.274,21.25,0.37150000000000005,14.5,44.5,3905.5
1,0,0,0,0,0,0,0,0,9.5,0.5974999999999999,0.3105,23.950000000000003,0.4285,16.3,50.3,4424.1
