,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,1,1,2,3,2,3.9996,0.9999,-0.0001,6.346500000000001,0.3015,4.544499999999999,50.7,1571.3384999999998
9,0,0,0,1,1,2,1,1,3.9964,0.9991,-0.0009,7.75,0.381,6.75,40.851,2698.75
8,0,0,0,1,1,1,1,1,3.9972,0.9993,-0.0007,9.85,0.45999999999999996,14.45,129.1,3261.05
7,0,0,0,1,1,0,0,1,3.998,0.9995,-0.0005,11.25,0.486,5.65,60.5,6634.85
6,0,0,0,1,1,0,0,0,3.9988,0.9997,-0.00030000000000000003,12.65,0.539,7.85,70.30000000000001,2136.45
5,0,0,0,0,0,0,0,0,4.0004,1.0001,0.0001,7.050000000000001,0.328,8.95,80.1,3823.35
4,0,0,0,0,0,0,0,0,4.0012,1.0003,0.00030000000000000003,8.45,0.35450000000000004,10.05,89.9,4385.65
3,0,0,0,0,0,0,0,0,4.002,1.0005,0.0005,9.15,0.40700000000000003,11.149999999999999,99.69999999999999,4947.950000000001
2,0,0,0,0,0,0,0,0,4.0028,1.0007,0.0007,10.55,0.4335,12.25,109.5,5510.25
1,0,0,0,0,0,0,0,0,4.0036,1.0009,0.0009,11.95,0.5125,13.350000000000001,119.30000000000001,6072.549999999999
