,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,3,2,2,2,2,3,5.75,0.854,0.0082665,3.0395,0.48850000000000005,1.6435,13.0385,402.0
9,1,1,3,2,1,2,2,2,2.2475,0.604,0.025,21.95,0.06135,9.45,124.65,2006.0
8,1,1,1,1,1,1,1,1,3.75,0.6875,0.09165000000000001,7.25,0.10915,2.95,35.45,1206.0
7,1,1,1,1,1,1,1,1,4.75,0.771,0.1585,13.55,0.20400000000000001,6.85,57.75,3606.0
6,1,1,0,1,1,1,1,1,6.75,0.979,0.041650000000000006,17.75,0.2515,8.15,80.05000000000001,7606.0
5,0,0,0,1,1,1,1,0,2.75,0.646,0.05835,19.85,0.394,13.35,213.85,2806.0
4,0,0,0,0,1,0,0,0,3.25,0.729,0.075,5.15,0.4415,4.25,102.35,4406.0
3,0,0,0,0,0,0,0,0,4.25,0.8125,0.10850000000000001,9.350000000000001,0.1565,5.550000000000001,146.95,5206.0
2,0,0,0,0,0,0,0,0,5.25,0.896,0.125,11.45,0.29900000000000004,10.75,169.25,6006.0
1,0,0,0,0,0,0,0,0,6.25,0.9375,0.14150000000000001,15.649999999999999,0.34650000000000003,12.05,191.55,6806.0
