,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,10,12,28,9,22,24,21,23,8.35,0.5589999999999999,0.0277695,3.5244999999999997,0.03107,1.99,17.730999999999998,413.632
9,7,8,1,9,2,2,4,3,12.55,0.391,0.08405,18.85,0.0777,8.0,51.699999999999996,1251.4
8,5,5,1,7,2,2,3,3,4.15,0.517,0.14,8.649999999999999,0.26249999999999996,12.0,85.5,2085.0
7,4,4,1,2,2,1,1,1,2.0395,0.475,0.533,39.25,0.355,6.0,119.3,3752.2
6,2,1,0,1,2,1,1,1,6.25,0.601,0.196,13.75,0.44699999999999995,10.0,186.9,7920.2
5,1,1,0,1,1,1,1,0,10.45,0.7685,0.252,23.95,0.401,20.0,322.1,2918.6000000000004
4,1,0,0,1,0,0,0,0,14.649999999999999,0.433,0.30800000000000005,29.05,0.124,4.0,153.1,4585.8
3,1,0,0,1,0,0,0,0,20.95,0.643,0.364,49.45,0.16999999999999998,14.0,220.7,5419.4
2,0,0,0,0,0,0,0,0,16.75,0.685,0.4205,34.150000000000006,0.216,16.0,254.5,6253.0
1,0,0,0,0,0,0,0,0,18.85,0.727,0.477,44.349999999999994,0.309,18.0,288.29999999999995,7086.6
