,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,22,22,43,23,22,30,33,40,12.75,0.5315000000000001,0.007128,13.049999999999999,0.0574,1.396,5.791499999999999,197.95049999999998
9,10,9,4,14,10,9,10,7,4.9305,0.5740000000000001,0.0216,6.3165,0.02177,2.2,17.549999999999997,599.8499999999999
8,8,8,3,6,8,5,6,4,8.850000000000001,0.48850000000000005,0.0504,19.75,0.09305,3.0,29.25,999.75
7,5,4,2,4,4,4,2,3,16.65,0.6165,0.0937,26.450000000000003,0.1285,3.8,52.65,1399.65
6,3,3,2,3,4,4,2,1,20.55,0.40349999999999997,0.137,59.95,0.1995,6.199999999999999,76.05000000000001,2199.45
5,3,3,1,2,3,1,1,1,32.25,0.446,0.036000000000000004,33.15,0.34099999999999997,4.6,40.95,3799.05
4,2,3,1,1,2,1,1,0,24.45,0.702,0.07919999999999999,39.85,0.16399999999999998,7.0,64.35,1799.55
3,2,2,0,1,2,1,1,0,40.05,0.7875000000000001,0.0648,46.55,0.3055,7.8,111.15,2599.3500000000004
2,1,1,0,1,1,1,0,0,36.150000000000006,0.6595,0.10800000000000001,53.25,0.2345,8.6,87.75,2999.25
1,0,1,0,1,0,0,0,0,28.35,0.7444999999999999,0.1225,66.65,0.27,5.4,99.44999999999999,3399.1499999999996
