,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,14,14,25,14,14,22,18,21,13.9,0.702,0.021186,15.2,0.16649999999999998,1.198,10.702,318.7115
9,5,5,1,5,8,3,6,3,7.300000000000001,0.61,0.06425,8.8,0.09635,4.0,30.400000000000002,949.5500000000001
8,3,3,1,3,3,1,1,1,5.089,0.5640000000000001,0.40700000000000003,5.584,0.3065,2.0,69.6,1577.25
7,3,3,0,3,1,1,1,1,11.7,0.656,0.10735,21.6,0.2365,4.8,167.60000000000002,5343.450000000001
6,1,1,0,1,1,0,1,1,18.299999999999997,0.748,0.15000000000000002,18.4,0.4115,1.6,187.2,5971.15
5,1,1,0,1,0,0,0,0,24.9,0.977,0.1925,34.4,0.1315,2.4000000000000004,50.0,2204.95
4,0,0,0,0,0,0,0,0,9.5,0.794,0.2355,12.0,0.2015,2.8,89.2,2832.65
3,0,0,0,0,0,0,0,0,16.1,0.8394999999999999,0.27849999999999997,24.799999999999997,0.27149999999999996,3.2,108.8,3460.35
2,0,0,0,0,0,0,0,0,20.5,0.885,0.3215,28.0,0.3415,3.5999999999999996,128.39999999999998,4088.0499999999997
1,0,0,0,0,0,0,0,0,22.700000000000003,0.931,0.36450000000000005,31.2,0.3765,4.4,148.0,4715.75
