,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,4,3,3,4,3,2,4.198,0.683,0.0061875,4.4455,0.1765,1.099,2.4354999999999998,106.5975
9,2,2,2,3,2,3,2,2,5.8,0.7835000000000001,0.018750000000000003,8.95,0.367,1.9,28.55,890.25
8,2,2,2,2,2,2,1,1,7.8,0.9835,0.1185,12.55,0.4625,2.9,11.149999999999999,237.75
7,1,1,1,1,1,0,1,1,5.0,0.7164999999999999,0.06875,5.35,0.24,1.2999999999999998,16.95,368.25
6,1,1,0,0,1,0,1,1,7.0,0.8835,0.03125,6.25,0.3355,1.5,22.75,498.75
5,0,0,0,0,0,0,1,1,4.6,0.75,0.04375,7.15,0.20850000000000002,1.7000000000000002,25.65,759.75
4,0,0,0,0,0,0,0,1,5.4,0.8165,0.05625,8.05,0.272,2.1,5.35,1281.75
3,0,0,0,0,0,0,0,0,6.2,0.85,0.08124999999999999,9.850000000000001,0.304,2.3,8.25,629.25
2,0,0,0,0,0,0,0,0,6.6,0.9165000000000001,0.09375,10.75,0.399,2.5,14.05,1020.75
1,0,0,0,0,0,0,0,0,7.4,0.95,0.10600000000000001,11.649999999999999,0.431,2.7,19.85,1151.25
