,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,5,11,4,4,8,8,9,3.8,0.5,0.01782,1.891,0.08705,1.693,6.8905,254.91549999999998
9,3,3,2,4,4,3,2,2,2.2,0.401,0.34199999999999997,3.6999999999999997,0.1395,5.9,42.650000000000006,764.3499999999999
8,3,2,1,3,3,2,2,2,4.6,0.4675,0.05399999999999999,5.5,0.03474,4.5,66.45,1778.15
7,2,2,1,2,2,1,1,1,1.396,0.5325,0.09,9.1,0.40049999999999997,11.5,18.85,2791.95
6,1,2,1,2,1,1,1,1,3.0,0.5985,0.23399999999999999,14.5,0.29600000000000004,12.899999999999999,30.75,4312.65
5,1,2,0,1,1,1,1,1,7.0,0.6975,0.126,18.1,0.45299999999999996,14.3,78.35,4819.55
4,1,0,0,0,1,0,1,0,7.8,0.4345,0.16199999999999998,7.3,0.505,3.0999999999999996,114.05,1271.25
3,1,0,0,0,0,0,0,0,8.6,0.5655,0.198,10.9,0.192,7.3,54.55,2285.05
2,0,0,0,0,0,0,0,0,5.4,0.6315,0.27,12.7,0.244,8.7,90.25,3298.8500000000004
1,0,0,0,0,0,0,0,0,6.199999999999999,0.6645000000000001,0.306,16.3,0.348,10.100000000000001,102.15,3805.75
