PÖNCHES;HERMINE;1
PÖNCHES;SEKRETÄR;1
DIE ARBEITER;HUBERT;2
DIE ARBEITER;JUSTITIÄR;1
DIE ARBEITER;BALDINGER;2
DIE ARBEITER;WILDENHAIN;1
SEKRETÄR;KANZELLIST;1
SEKRETÄR;GRIESICKE;1
SEKRETÄR;HERMINE;4
SEKRETÄR;PETERMANN;1
GRIESICKE;HERMINE;1
WELTING;BALDINGER;6
WELTING;WILDENHAIN;4
WELTING;HERMINE;5
WILDENHAIN;BALDINGER;5
WILDENHAIN;JUSTITIÄR;1
WILDENHAIN;HUBERT;1
WILDENHAIN;HERMINE;2
KANZELLIST;HERMINE;1
HUBERT;HERMINE;4
HUBERT;BALDINGER;8
HUBERT;JUSTITIÄR;2
PETERMANN;HERMINE;1
BALDINGER;HERMINE;14
BALDINGER;JUSTITIÄR;1
