,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,2,2,4,2,3,2,2,2,4.75,0.771,0.0070785,28.25,0.4255,18.85,69.65,554.183
9,2,2,2,2,1,2,2,2,5.75,0.854,0.02145,31.75,0.04915,20.95,106.55000000000001,4172.3
8,2,2,2,1,1,1,1,1,6.75,0.979,0.136,3.7325,0.09645000000000001,2.0395,8.0885,2365.5
7,1,1,0,1,1,1,1,1,2.2475,0.604,0.035750000000000004,7.25,0.2845,6.25,20.450000000000003,3268.8999999999996
6,1,1,0,1,1,1,1,1,3.75,0.6875,0.05,21.25,0.3785,12.55,57.35,5075.7
5,0,0,0,1,1,1,1,1,2.75,0.646,0.06425,35.25,0.47250000000000003,16.75,118.85,8689.3
4,0,0,0,0,0,0,0,0,3.25,0.729,0.07855000000000001,10.75,0.14350000000000002,4.15,32.75,1462.1
3,0,0,0,0,0,0,0,0,4.25,0.8125,0.09285,14.25,0.1905,8.35,45.05,5979.1
2,0,0,0,0,0,0,0,0,5.25,0.896,0.10700000000000001,17.75,0.2375,10.45,81.94999999999999,6882.5
1,0,0,0,0,0,0,0,0,6.25,0.9375,0.1215,24.75,0.3315,14.649999999999999,94.25,7785.9
