,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,2,2,6,2,2,4,3,4,1.2475,0.5680000000000001,0.0362835,1.396,0.137,1.396,27.349999999999998,324.23900000000003
9,2,2,1,2,1,1,2,1,1.75,0.6134999999999999,0.6965,2.2,0.1865,3.0,12.375499999999999,1471.5
8,2,2,0,1,1,1,1,1,2.75,0.659,0.11015,4.6,0.2355,3.8,72.05,2043.7
7,1,1,0,1,1,1,1,1,5.75,0.9775,0.1835,6.199999999999999,0.48050000000000004,8.6,146.55,5476.9
6,0,0,0,1,1,0,0,0,2.25,0.7045,0.2565,8.6,0.5295000000000001,2.2,42.25,899.3000000000001
5,0,0,0,0,1,0,0,0,3.25,0.75,0.32999999999999996,3.0,0.5785,4.6,57.15,2615.9
4,0,0,0,0,0,0,0,0,3.75,0.7955,0.40349999999999997,3.8,0.2845,5.4,86.95,3188.1
3,0,0,0,0,0,0,0,0,4.25,0.841,0.47650000000000003,5.4,0.3335,6.199999999999999,101.85,3760.3
2,0,0,0,0,0,0,0,0,4.75,0.8865000000000001,0.55,7.0,0.38249999999999995,7.0,116.75,4332.5
1,0,0,0,0,0,0,0,0,5.25,0.9319999999999999,0.6234999999999999,7.8,0.4315,7.8,131.65,4904.700000000001
