,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,5,13,5,4,4,7,8,2.25,0.671,0.010593,2.5244999999999997,0.0215325,2.4000000000000004,5.445,200.1285
9,3,5,3,4,3,3,3,4,14.25,0.8500000000000001,0.075,17.85,0.06525,0.792,71.5,1415.0500000000002
8,2,3,1,3,3,3,2,2,5.25,0.492,0.03215,33.150000000000006,0.32599999999999996,5.6,16.5,606.45
7,2,3,1,2,2,3,2,2,6.75,0.5815,0.053599999999999995,7.6499999999999995,0.152,10.399999999999999,93.5,1819.35
6,2,2,1,2,2,2,2,1,8.25,0.7605,0.20350000000000001,28.05,0.2825,15.2,104.5,1010.75
5,2,1,0,2,2,1,1,1,9.75,0.044302499999999995,0.09634999999999999,48.45,0.41300000000000003,7.2,27.5,2223.65
4,2,0,0,1,1,1,1,1,11.25,0.13424999999999998,0.118,38.25,0.1085,8.8,49.5,3840.85
3,2,0,0,0,1,1,1,0,12.75,0.2235,0.1395,12.75,0.1955,12.0,60.5,2627.95
2,1,0,0,0,1,1,0,0,0.7425,0.313,0.1605,22.95,0.239,13.600000000000001,38.5,3032.25
1,0,0,0,0,0,0,0,0,3.75,0.40249999999999997,0.182,43.349999999999994,0.3695,4.0,82.5,3436.55
