,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,15,10,7,11,14,15,8.3,0.781,0.0060885,6.2175,0.03075,1.99,22.8295,442.2825
9,5,4,2,4,4,3,4,4,17.299999999999997,0.5315000000000001,0.03065,64.75,0.06945,6.0,67.15,1340.25
8,4,4,2,3,3,3,4,4,4.699999999999999,0.6145,0.0674,25.75,0.3775,8.0,111.25,2233.75
7,2,2,2,2,2,2,1,1,2.891,0.49,0.11649999999999999,12.75,0.14650000000000002,4.0,199.45,8488.25
6,2,2,1,2,2,2,1,0,11.9,0.573,0.0184,38.75,0.185,10.0,419.95,3127.25
5,2,2,1,1,2,2,0,0,13.7,0.656,0.0429,32.25,0.262,12.0,155.35000000000002,4020.75
4,2,2,1,1,1,1,0,0,15.5,0.7395,0.07965,45.25,0.10785,20.0,243.55,4914.25
3,1,1,0,1,1,0,0,0,6.5,0.698,0.055150000000000005,51.75,0.22349999999999998,14.0,287.65,5807.75
2,1,1,0,0,1,0,0,0,19.1,0.8225,0.09190000000000001,19.25,0.3005,16.0,331.75,6701.25
1,0,1,0,0,1,0,0,0,10.1,0.864,0.10400000000000001,58.25,0.33899999999999997,18.0,375.85,7594.75
