,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,5,5,5,5,4,3,6.9,0.989,0.02715,14.5,0.4155,2.9,14.791,542.288
9,3,3,3,3,3,3,1,2,5.099,0.789,0.0014157,5.495,0.1765,1.099,36.7,1328.6
8,0,0,0,0,0,0,1,1,5.300000000000001,0.8109999999999999,0.004285,6.5,0.203,1.2999999999999998,102.1,2111.0
7,0,0,0,0,0,0,1,1,5.5,0.833,0.00714,7.5,0.22949999999999998,1.5,145.7,3675.8
6,0,0,0,0,0,0,1,1,5.699999999999999,0.8554999999999999,0.009985,8.5,0.2565,1.7000000000000002,211.1,7587.8
5,0,0,0,0,0,0,0,0,5.9,0.878,0.01285,9.5,0.28300000000000003,1.9,58.5,2893.3999999999996
4,0,0,0,0,0,0,0,0,6.1,0.9,0.0157,10.5,0.3095,2.1,80.30000000000001,4458.2
3,0,0,0,0,0,0,0,0,6.300000000000001,0.922,0.01855,11.5,0.33599999999999997,2.3,123.9,5240.6
2,0,0,0,0,0,0,0,0,6.5,0.9445,0.02145,12.5,0.3625,2.5,167.5,6023.0
1,0,0,0,0,0,0,0,0,6.699999999999999,0.967,0.024300000000000002,13.5,0.389,2.7,189.3,6805.4
