,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,9,11,8,8,7,9,13,16.3,0.7605,0.00102465,16.782,0.09895000000000001,2.95,22.7305,871.8240000000001
9,7,7,7,7,6,6,5,8,23.3,0.9815,0.009345,42.0,0.256,1.1485,66.85,2635.8
8,5,5,7,5,3,6,4,2,21.9,0.9075,0.019700000000000002,49.2,0.158,2.05,110.75,4391.0
7,2,2,0,3,3,6,4,1,10.693000000000001,0.6495,0.0031049999999999997,27.6,0.236,3.85,154.64999999999998,6146.200000000001
6,1,1,0,2,3,0,2,1,19.1,0.8345,0.00518,31.2,0.27549999999999997,1.4500000000000002,198.55,16677.4
5,1,1,0,0,1,0,1,0,20.5,0.871,0.007255,20.4,0.1775,1.75,418.05,7901.4
4,0,0,0,0,1,0,0,0,12.100000000000001,0.6865,0.0114,24.0,0.197,2.35,242.45,9656.6
3,0,0,0,0,0,0,0,0,13.5,0.7235,0.01345,34.8,0.1185,2.65,286.35,11411.8
2,0,0,0,0,0,0,0,0,14.899999999999999,0.7975,0.015550000000000001,38.400000000000006,0.138,3.25,330.25,13167.0
1,0,0,0,0,0,0,0,0,17.7,0.9445,0.01765,45.599999999999994,0.2165,3.55,374.15,14922.2
