,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,7,6,6,6,4,2,5.999499999999999,0.9999,-0.0001,10.75,0.3895,1.95,24.05,305.2125
9,0,0,0,1,1,1,1,1,5.9945,0.9991,-0.0009,6.2475000000000005,0.2345,1.0495,6.9405,628.25
8,0,0,0,0,0,0,1,1,5.9955,0.9993,-0.0007,6.75,0.2515,1.15,8.850000000000001,950.75
7,0,0,0,0,0,0,1,1,5.997,0.9995,-0.0005,7.25,0.2685,1.25,18.35,1058.25
6,0,0,0,0,0,0,0,1,5.9985,0.9997,-0.00030000000000000003,7.75,0.28600000000000003,1.35,10.75,1165.75
5,0,0,0,0,0,0,0,1,6.000500000000001,1.0001,0.0001,8.25,0.3035,1.45,12.649999999999999,1273.25
4,0,0,0,0,0,0,0,0,6.0015,1.0003,0.00030000000000000003,8.75,0.3205,1.55,14.55,413.25
3,0,0,0,0,0,0,0,0,6.003,1.0005,0.0005,9.25,0.3375,1.65,16.45,520.75
2,0,0,0,0,0,0,0,0,6.0045,1.0007,0.0007,9.75,0.3545,1.75,20.25,735.75
1,0,0,0,0,0,0,0,0,6.0055,1.0009,0.0009,10.25,0.372,1.85,22.15,843.25
