,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,8,4,5,7,12,17,18.25,0.858,0.0017523,14.200000000000001,0.08485000000000001,1.2475,14.8005,578.2094999999999
9,6,5,5,4,4,5,5,3,21.25,0.777,0.0053100000000000005,43.0,0.237,3.75,44.849999999999994,1752.1499999999999
8,5,4,3,4,4,4,2,2,15.25,0.9390000000000001,0.023,52.6,0.3285,1.75,74.75,5256.45
7,2,2,2,3,3,3,1,1,9.25,0.6555,0.019450000000000002,9.376000000000001,0.054349999999999996,5.75,134.55,11096.95
6,2,2,2,3,2,2,1,0,12.25,0.696,0.03365,23.799999999999997,0.14600000000000002,2.75,164.45,2920.25
5,1,2,1,2,2,2,1,0,7.7425,0.9795,0.00884,28.6,0.176,4.75,194.35000000000002,4088.35
4,1,1,1,1,2,0,1,0,19.75,0.6145,0.012400000000000001,19.0,0.26749999999999996,2.25,284.05,6424.55
3,0,1,1,1,1,0,0,0,10.75,0.8985000000000001,0.0301,33.4,0.1155,3.25,104.65,7592.65
2,0,0,0,1,0,0,0,0,13.75,0.7364999999999999,0.01595,38.2,0.20650000000000002,4.25,224.25,8760.75
1,0,0,0,0,0,0,0,0,16.75,0.8175,0.026549999999999997,47.8,0.298,5.25,254.15,9928.849999999999
