,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,6,25,16,21,21,19,22,1.9405,0.48750000000000004,0.014949,4.861000000000001,0.0257955,2.584,13.969,490.872
9,6,6,2,7,2,3,4,6,9.55,0.526,0.16599999999999998,12.700000000000001,0.07665,5.800000000000001,40.3,1481.4
8,4,5,1,2,2,3,4,2,3.8499999999999996,0.4485,0.04525,36.1,0.127,12.2,66.5,2467.0
7,4,4,1,2,2,2,2,1,5.75,0.3715,0.0754,51.7,0.1775,15.4,92.69999999999999,3452.6000000000004
6,4,3,1,1,2,2,1,1,7.65,0.603,0.10575,20.5,0.43000000000000005,18.6,118.9,9366.2
5,3,2,1,1,1,1,1,0,11.45,0.41000000000000003,0.136,28.3,0.32899999999999996,31.4,171.3,4438.2
4,2,2,1,1,1,0,1,0,15.25,0.5645,0.28700000000000003,43.9,0.3795,9.0,249.9,5423.8
3,1,2,0,1,1,0,0,0,17.15,0.6415,0.196,59.5,0.48050000000000004,21.799999999999997,145.1,6409.4
2,1,2,0,1,0,0,0,0,19.05,0.719,0.22599999999999998,75.1,0.228,25.0,197.5,7395.0
1,0,0,0,0,0,0,0,0,13.350000000000001,0.6805,0.2565,67.3,0.27849999999999997,28.200000000000003,223.7,8380.6
