,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,7,11,4,4,5,3,4,6.4,0.688,0.014553,10.0,0.215,2.8,1.8415000000000001,98.3305
9,2,2,1,3,3,4,3,3,12.4,0.64,0.07355,6.0,0.3365,2.0,5.25,222.85000000000002
8,1,1,1,2,2,3,2,3,1.594,0.544,0.1325,12.0,0.1745,1.198,3.5500000000000003,346.75
7,1,1,1,2,2,1,2,1,4.0,0.592,0.27949999999999997,20.0,0.4175,4.0,8.65,470.65
6,1,1,0,1,1,1,1,1,5.199999999999999,0.8320000000000001,0.0441,1.99,0.05265,4.8,10.35,594.55
5,1,1,0,1,1,0,1,1,10.0,0.9279999999999999,0.10314999999999999,4.0,0.09355,1.6,12.05,842.3499999999999
4,0,1,0,1,1,0,1,1,2.8,0.976,0.16199999999999998,16.0,0.134,2.4000000000000004,13.75,1214.05
3,0,0,0,0,0,0,1,0,7.6,0.736,0.1915,8.0,0.2555,3.2,17.15,718.45
2,0,0,0,0,0,0,0,0,8.8,0.784,0.22049999999999997,14.0,0.29600000000000004,3.5999999999999996,6.949999999999999,966.25
1,0,0,0,0,0,0,0,0,11.2,0.88,0.25,18.0,0.377,4.4,15.45,1090.15
