,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,12,22,12,13,18,18,19,13.5,0.609,0.0059895,25.9,0.256,1.8415000000000001,5.1085,172.92350000000002
9,8,6,1,8,6,2,2,2,5.1,0.2435,0.06665,6.881,0.0168795,3.5500000000000003,46.65,1555.85
8,2,2,1,2,2,1,1,1,3.6930000000000005,0.4,0.11499999999999999,14.5,0.05115,6.949999999999999,13.450000000000001,519.95
7,2,2,0,1,1,1,1,1,16.3,0.45199999999999996,0.01815,29.700000000000003,0.0851,10.35,21.75,1210.5500000000002
6,0,2,0,1,1,1,1,1,6.5,0.7130000000000001,0.0303,41.1,0.15350000000000003,13.75,54.95,3282.35
5,0,0,0,0,1,1,1,0,7.9,0.29600000000000004,0.04245,10.7,0.324,17.15,79.85,865.25
4,0,0,0,0,0,0,0,0,9.3,0.348,0.05455,18.299999999999997,0.119,5.25,30.05,1901.15
3,0,0,0,0,0,0,0,0,10.7,0.504,0.07875,22.1,0.188,8.65,38.35,2246.45
2,0,0,0,0,0,0,0,0,12.100000000000001,0.5565,0.09090000000000001,33.5,0.22199999999999998,12.05,63.25,2591.75
1,0,0,0,0,0,0,0,0,14.899999999999999,0.661,0.10300000000000001,37.3,0.29000000000000004,15.45,71.55000000000001,2937.05
