,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,8,11,9,8,9,4,7,10.25,0.794,0.0068804999999999995,18.9,0.29300000000000004,1.9000000000000001,39.6,357.077
9,3,2,2,2,2,3,2,2,12.45,0.61,0.132,26.7,0.361,6.1,26.0,602.9000000000001
8,2,2,1,1,1,1,2,1,3.6500000000000004,0.977,0.0625,3.287,0.0543,1.2970000000000002,53.2,847.5
7,1,1,0,1,1,1,1,1,2.5445,0.5640000000000001,0.02085,5.9,0.08875,6.7,12.366,1336.7
6,0,1,0,1,1,0,1,1,4.75,0.931,0.03475,11.100000000000001,0.123,2.5,19.200000000000003,1581.3
5,0,0,0,0,1,0,1,1,5.85,0.656,0.04865,8.5,0.22499999999999998,3.0999999999999996,32.8,2070.5
4,0,0,0,0,0,0,1,1,6.95,0.702,0.07635,13.7,0.157,3.7,46.4,2559.7
3,0,0,0,0,0,0,1,0,8.05,0.748,0.09025,16.3,0.191,4.3,66.8,1092.1
2,0,0,0,0,0,0,1,0,9.149999999999999,0.8394999999999999,0.1041,21.5,0.259,4.9,73.6,1825.9
1,0,0,0,0,0,0,0,0,11.350000000000001,0.885,0.118,24.1,0.32699999999999996,5.5,60.0,2315.1000000000004
