,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,16,14,26,15,15,18,21,23,16.8,0.711,0.0049203,18.25,0.06685,1.198,28.561500000000002,632.1645
9,6,8,2,3,3,5,4,3,14.399999999999999,0.6665,0.07455,13.350000000000001,0.09705,2.0,86.55000000000001,1915.6499999999999
8,4,4,2,3,3,4,2,2,28.8,0.978,0.0944,23.15,0.188,4.0,259.65,3192.75
7,3,3,1,2,2,2,1,1,12.0,0.622,0.04475,28.05,0.15749999999999997,2.8,144.25,4469.85
6,1,1,0,2,2,2,1,1,7.188000000000001,0.5775,0.01492,37.849999999999994,0.278,4.8,201.95,7024.05
5,1,1,0,2,2,0,1,1,24.0,0.8445,0.02485,47.650000000000006,0.308,1.6,375.04999999999995,12132.45
4,0,0,0,2,2,0,1,0,9.600000000000001,0.7555000000000001,0.0348,52.55,0.3385,2.4000000000000004,548.15,5746.95
3,0,0,0,1,1,0,0,0,19.2,0.8,0.054650000000000004,8.4255,0.21800000000000003,3.2,317.35,8301.150000000001
2,0,0,0,1,1,0,0,0,21.6,0.889,0.06459999999999999,32.95,0.248,3.5999999999999996,432.75,9578.25
1,0,0,0,0,0,0,0,0,26.4,0.9335,0.08445,42.75,0.127,4.4,490.45,10855.349999999999
