,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,4,2,2,3,3,4,4.75,0.6965,0.0057915,5.2375,0.09635,16.25,79.2,2565.6
9,2,2,2,2,2,2,2,2,4.2475000000000005,0.661,0.0175,22.75,0.4215,2.7425,64.0,3817.2
8,2,2,2,1,1,2,1,1,8.75,0.982,0.111,7.75,0.137,7.25,10.762,477.514
7,1,1,1,1,1,2,1,1,5.75,0.732,0.04085,10.25,0.1775,13.25,18.4,1314.0
6,1,1,1,1,1,1,1,1,6.75,0.8035,0.07585,12.75,0.2995,5.75,26.0,1731.1999999999998
5,1,1,0,1,1,0,1,1,7.75,0.911,0.029150000000000002,15.25,0.3405,4.25,48.8,4234.4
4,0,0,0,1,1,0,1,0,5.25,0.768,0.0525,20.25,0.381,8.75,56.400000000000006,896.8000000000001
3,0,0,0,1,1,0,0,0,6.25,0.839,0.06415,27.75,0.4625,10.25,33.6,2148.4
2,0,0,0,0,0,0,0,0,7.25,0.875,0.0875,17.75,0.2185,11.75,41.2,2982.8
1,0,0,0,0,0,0,0,0,8.25,0.9465,0.09914999999999999,25.25,0.259,14.75,71.6,3400.0
