,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,12,19,13,13,18,19,17,15.85,0.765,0.004227300000000001,15.25,0.184,1.099,13.771,312.209
9,7,7,4,6,6,4,2,3,10.6435,0.657,0.0811,11.0395,0.11399999999999999,2.9,39.7,893.3000000000001
8,4,4,1,4,4,2,1,2,22.35,0.982,0.012820000000000002,29.95,0.324,1.9,65.5,3206.1
7,1,1,0,1,1,0,1,1,17.15,0.8009999999999999,0.02135,21.55,0.254,1.2999999999999998,168.7,1471.5
6,0,0,0,0,0,0,1,1,11.95,0.6930000000000001,0.029900000000000003,13.149999999999999,0.1375,1.5,246.1,5518.9
5,0,0,0,0,0,0,0,0,13.25,0.729,0.03845,17.35,0.16049999999999998,1.7000000000000002,91.30000000000001,2049.7
4,0,0,0,0,0,0,0,0,14.55,0.8374999999999999,0.046950000000000006,19.45,0.20750000000000002,2.1,117.1,2627.9
3,0,0,0,0,0,0,0,0,18.450000000000003,0.874,0.0555,23.65,0.23049999999999998,2.3,142.9,3784.3
2,0,0,0,0,0,0,0,0,19.75,0.91,0.06405,25.75,0.27749999999999997,2.5,194.5,4362.5
1,0,0,0,0,0,0,0,0,21.049999999999997,0.946,0.07255,27.85,0.3005,2.7,220.3,4940.700000000001
