WILLHELM;LUCIE;7
WILLHELM;AMALIE;1
WILLHELM;ROBERT;13
WILLHELM;JAKOB;2
WILLHELM;BETTY;4
WILLHELM;DER BEDIENTE;1
WILLHELM;KARL;4
LUCIE;BETTY;14
LUCIE;KARL;9
LUCIE;ROBERT;2
LUCIE;AMALIE;5
AMALIE;BETTY;3
AMALIE;ROBERT;5
AMALIE;KARL;6
ROBERT;DER BEDIENTE;1
ROBERT;JAKOB;2
ROBERT;BETTY;2
ROBERT;KARL;5
JAKOB;BETTY;1
JAKOB;KARL;3
BETTY;KARL;6
