,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,24,22,71,34,50,47,65,71,14.95,0.2565,0.00283635,14.600000000000001,0.020642,1.4455,15.5035,448.173
9,13,22,5,20,14,18,8,5,11.25,0.316,0.01435,6.158,0.1042,2.3499999999999996,44.95,2263.5
8,13,16,4,9,11,12,5,4,18.65,0.28600000000000003,0.008615,23.0,0.06255,3.25,103.55000000000001,1358.1
7,11,11,1,9,2,3,3,2,7.550000000000001,0.34550000000000003,0.02005,31.4,0.14600000000000002,4.15,74.25,3168.8999999999996
6,10,6,1,6,2,2,2,2,22.35,0.375,0.0258,48.2,0.1875,5.05,279.35,4074.3
5,6,5,1,5,2,2,1,1,3.8315,0.40449999999999997,0.03155,39.8,0.22899999999999998,9.55,132.85,7695.9
4,6,2,1,2,2,1,1,1,33.45,0.46399999999999997,0.03725,81.8,0.271,6.85,191.45,8601.3
3,2,1,1,1,2,1,1,0,37.15,0.197,0.043,65.0,0.396,7.75,250.05,4979.7
2,1,1,1,0,1,0,0,0,26.049999999999997,0.434,0.05445,56.599999999999994,0.35450000000000004,5.95,162.15,5885.1
1,0,0,0,0,0,0,0,0,29.75,0.22699999999999998,0.04875,73.4,0.313,8.649999999999999,220.75,6790.5
