,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,8,5,18,9,9,13,16,18,1.8415000000000001,0.573,0.0128205,3.5244999999999997,0.03066,1.891,8.4745,207.415
9,6,5,4,5,5,5,5,4,13.75,0.611,0.038900000000000004,23.95,0.222,3.6999999999999997,23.65,1043.5
8,4,4,1,5,4,3,2,1,10.35,0.42200000000000004,0.06484999999999999,29.05,0.174,7.3,53.849999999999994,626.5
7,2,3,1,2,3,2,1,1,8.65,0.45999999999999996,0.14300000000000002,8.649999999999999,0.0789,18.1,38.75,1877.5
6,2,3,1,2,2,1,1,1,12.05,0.649,0.2205,13.75,0.365,5.5,114.25,3128.5
5,2,2,1,1,1,1,1,1,17.15,0.498,0.246,18.85,0.1265,9.1,144.45,3962.5
4,1,2,0,1,1,1,0,0,3.5500000000000003,0.687,0.0909,34.150000000000006,0.3175,14.5,68.95,1460.5
3,1,2,0,1,1,0,0,0,15.45,0.762,0.11699999999999999,49.45,0.46099999999999997,10.9,84.05,2294.5
2,0,0,0,0,0,0,0,0,5.25,0.5355000000000001,0.16899999999999998,39.25,0.27,12.7,99.15,2711.5
1,0,0,0,0,0,0,0,0,6.949999999999999,0.7244999999999999,0.195,44.349999999999994,0.41300000000000003,16.3,129.35,3545.5
