,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,3,3,3,3,1,1,1.9998,0.9999,-0.0001,1.9998,0.5773,0.9999,3.6930000000000005,45.5125
9,0,0,0,0,0,0,1,1,1.9982,0.9991,-0.0009,1.9982,0.57685,0.9991,13.5,140.75
8,0,0,0,0,0,0,1,1,1.9986,0.9993,-0.0007,1.9986,0.57695,0.9993,16.3,473.25
7,0,0,0,0,0,0,0,0,1.999,0.9995,-0.0005,1.999,0.57705,0.9995,5.1,93.25
6,0,0,0,0,0,0,0,0,1.9994,0.9997,-0.00030000000000000003,1.9994,0.57715,0.9997,6.5,188.25
5,0,0,0,0,0,0,0,0,2.0002,1.0001,0.0001,2.0002,0.57745,1.0001,7.9,235.75
4,0,0,0,0,0,0,0,0,2.0006,1.0003,0.00030000000000000003,2.0006,0.57755,1.0003,9.3,283.25
3,0,0,0,0,0,0,0,0,2.001,1.0005,0.0005,2.001,0.57765,1.0005,10.7,330.75
2,0,0,0,0,0,0,0,0,2.0014,1.0007,0.0007,2.0014,0.57775,1.0007,12.100000000000001,378.25
1,0,0,0,0,0,0,0,0,2.0018,1.0009,0.0009,2.0018,0.57785,1.0009,14.899999999999999,425.75
