,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,15,23,12,12,22,23,28,17.9,0.638,0.005841,14.75,0.1036,1.6435,4.0095,271.0125
9,7,5,2,7,7,3,5,2,2.287,0.4255,0.02955,3.7225,0.026295,13.35,12.149999999999999,821.25
8,4,4,2,4,4,2,2,2,10.100000000000001,0.596,0.0532,9.25,0.06495,2.95,28.35,1368.75
7,4,4,2,4,4,2,2,1,25.7,0.808,0.07685,31.25,0.2575,4.25,68.85,2463.75
6,3,3,2,2,3,2,1,1,15.3,0.4685,0.11199999999999999,25.75,0.219,5.550000000000001,52.650000000000006,3011.25
5,2,2,1,2,2,2,1,1,23.1,0.6805,0.0177,36.75,0.1805,12.05,60.75,5201.25
4,1,1,1,2,2,1,1,0,4.9,0.723,0.0414,53.25,0.373,6.85,76.95,1916.25
3,1,1,1,1,1,1,0,0,12.7,0.7655000000000001,0.065,42.25,0.3345,9.45,20.25,3558.75
2,1,0,1,1,0,0,0,0,20.5,0.511,0.1003,47.75,0.14200000000000002,8.15,36.45,4106.25
1,0,0,0,0,0,0,0,0,7.5,0.5535,0.0887,20.25,0.29600000000000004,10.75,44.55,4653.75
