,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,6,15,8,8,11,12,15,10.25,0.6785,0.006633,9.350000000000001,0.126,1.1485,7.831,200.119
9,4,3,4,3,5,5,4,2,13.25,0.5925,0.0334,6.4355,0.351,2.05,21.700000000000003,1786.9
8,3,3,2,3,4,3,1,1,5.7425,0.7215,0.127,29.65,0.2545,2.95,49.3,598.3
7,3,3,0,2,3,2,1,1,16.25,0.85,0.020050000000000002,18.05,0.061549999999999994,3.85,63.1,994.5
6,2,2,0,2,1,0,1,1,8.75,0.6355,0.046799999999999994,20.95,0.15799999999999997,1.4500000000000002,90.69999999999999,2183.1
5,2,2,0,2,0,0,1,1,19.25,0.7645,0.060149999999999995,32.55,0.0939,1.75,104.5,3767.9
4,1,2,0,1,0,0,1,0,11.75,0.9784999999999999,0.0735,15.15,0.19,2.35,132.1,1390.6999999999998
3,0,0,0,0,0,0,0,0,7.25,0.8075,0.0869,12.25,0.22199999999999998,2.65,35.5,2579.3
2,0,0,0,0,0,0,0,0,14.75,0.8925000000000001,0.1003,23.85,0.28700000000000003,3.25,76.9,2975.5
1,0,0,0,0,0,0,0,0,17.75,0.9355,0.11349999999999999,26.75,0.319,3.55,118.30000000000001,3371.7
