,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,11,4,5,6,6,7,4.0,0.592,0.021186,2.98,0.03905,1.7425,8.1975,295.72650000000004
9,2,2,2,4,3,2,2,2,6.4,0.544,0.06425,7.0,0.45499999999999996,3.25,18.75,1347.75
8,2,2,1,2,2,2,2,2,7.6,0.64,0.40700000000000003,23.0,0.0857,10.75,50.25,1872.45
7,1,2,0,1,2,1,2,1,1.594,0.736,0.10735,27.0,0.317,6.25,102.75,823.0500000000001
6,1,1,0,1,1,1,1,1,2.8,0.688,0.15000000000000002,31.0,0.132,9.25,60.75,3971.25
5,1,1,0,1,1,1,1,1,5.199999999999999,0.784,0.1925,35.0,0.363,13.75,71.25,5020.65
4,1,1,0,1,0,1,0,0,8.8,0.976,0.2355,39.0,0.178,15.25,29.25,2397.15
3,1,0,0,0,0,0,0,0,12.4,0.8320000000000001,0.27849999999999997,11.0,0.224,4.75,39.75,2921.85
2,0,0,0,0,0,0,0,0,10.0,0.88,0.3215,15.0,0.27049999999999996,7.75,81.75,3446.55
1,0,0,0,0,0,0,0,0,11.2,0.9279999999999999,0.36450000000000005,19.0,0.40900000000000003,12.25,92.25,4495.950000000001
