,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,9,24,10,6,16,17,22,6.891,0.6355,0.0210375,10.350000000000001,0.05505,1.198,12.603,309.9705
9,5,8,1,7,5,5,6,2,8.7,0.5925,0.404,7.4355,0.16249999999999998,2.0,32.099999999999994,908.8499999999999
8,5,4,0,3,4,3,1,1,10.5,0.7645,0.0638,19.05,0.127,2.8,51.5,5676.05
7,2,2,0,2,4,1,1,0,12.3,0.6785,0.10655,16.15,0.27,4.8,187.3,1504.75
6,2,1,0,2,3,0,0,0,15.9,0.7215,0.14900000000000002,24.85,0.377,1.6,70.9,2100.65
5,2,1,0,1,2,0,0,0,17.700000000000003,0.9784999999999999,0.1915,33.55,0.09104999999999999,2.4000000000000004,90.3,2696.55
4,1,0,0,0,1,0,0,0,14.1,0.8075,0.23399999999999999,13.25,0.23399999999999999,3.2,109.7,3292.45
3,1,0,0,0,0,0,0,0,23.1,0.85,0.27649999999999997,21.95,0.198,3.5999999999999996,129.10000000000002,3888.3500000000004
2,0,0,0,0,0,0,0,0,19.5,0.8925000000000001,0.319,27.75,0.3055,4.0,148.5,4484.25
1,0,0,0,0,0,0,0,0,21.299999999999997,0.9355,0.36150000000000004,30.65,0.34099999999999997,4.4,167.89999999999998,5080.15
