,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,9,5,5,6,6,7,9.3,0.6615,0.0066825,6.861000000000001,0.0358,2.0395,12.385,255.1725
9,3,3,5,3,3,3,5,4,13.5,0.571,0.0202,38.1,0.11830000000000002,10.45,58.5,773.25
8,2,3,2,3,3,2,3,2,3.6930000000000005,0.7515000000000001,0.0471,77.1,0.40549999999999997,8.35,35.5,1288.75
7,2,2,1,2,2,2,2,2,12.100000000000001,0.7965,0.08745,22.5,0.2005,12.55,219.5,1804.25
6,2,2,1,2,2,2,1,1,14.899999999999999,0.8875,0.128,53.7,0.2415,20.95,81.5,2319.75
5,2,1,0,1,2,1,1,1,16.3,0.842,0.03365,14.700000000000001,0.2825,4.15,104.5,3866.25
4,1,1,0,1,1,1,0,1,5.1,0.9325,0.06055,30.3,0.3235,6.25,127.5,4897.25
3,1,1,0,1,0,1,0,0,10.7,0.9775,0.074,61.5,0.07705000000000001,16.75,150.5,2835.25
2,0,0,0,0,0,0,0,0,6.5,0.6165,0.1011,45.9,0.1595,14.649999999999999,173.5,3350.75
1,0,0,0,0,0,0,0,0,7.9,0.7065,0.11449999999999999,69.30000000000001,0.3645,18.85,196.5,4381.75
