,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,3,2,2,3,2,2,4.75,0.771,0.009405,5.99,0.1615,9.05,65.30000000000001,372.65
9,3,3,3,1,2,2,1,1,5.75,0.854,0.02855,8.0,0.38649999999999995,3.5444999999999998,16.058999999999997,162.5045
8,1,1,1,1,1,1,1,1,2.2475,0.604,0.06665,12.0,0.1162,5.75,24.299999999999997,581.75
7,1,1,1,1,1,1,1,1,6.75,0.979,0.1805,14.0,0.2965,6.85,40.7,790.8499999999999
6,0,0,0,1,1,1,1,1,2.75,0.646,0.0476,16.0,0.47650000000000003,13.45,48.9,1418.15
5,0,0,0,1,1,0,1,1,3.25,0.6875,0.0857,18.0,0.5215000000000001,4.65,73.5,1627.25
4,0,0,0,1,0,0,1,1,3.75,0.729,0.1046,24.0,0.20650000000000002,7.95,89.9,2045.45
3,0,0,0,0,0,0,0,0,4.25,0.8125,0.1235,10.0,0.2515,10.149999999999999,32.5,999.95
2,0,0,0,0,0,0,0,0,5.25,0.896,0.14250000000000002,20.0,0.3415,11.25,57.1,1209.05
1,0,0,0,0,0,0,0,0,6.25,0.9375,0.1615,22.0,0.4315,12.350000000000001,81.69999999999999,1836.35
