,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,6,8,8,8,8,9,9,3.495,0.517,0.0074745,7.2669999999999995,0.04295,2.2375,19.414,299.07
9,3,3,4,2,2,2,2,2,10.5,0.7565,0.02265,33.7,0.275,7.25,56.800000000000004,888.0
8,3,3,2,2,2,2,2,2,11.5,0.791,0.14350000000000002,66.7,0.46099999999999997,12.25,205.6,2646.0
7,2,2,1,1,1,2,2,1,7.5,0.722,0.03775,13.899999999999999,0.0897,24.75,317.20000000000005,1474.0
6,2,1,1,1,1,1,1,1,9.5,0.5854999999999999,0.06795,27.1,0.1825,4.75,94.0,3232.0
5,1,1,1,1,1,1,1,1,4.5,0.654,0.0983,40.3,0.22899999999999998,14.75,354.4,3818.0
4,1,1,0,1,1,1,0,1,12.5,0.825,0.05285,46.900000000000006,0.368,17.25,131.2,5576.0
3,0,0,0,1,1,0,0,0,5.5,0.5509999999999999,0.08305,53.5,0.4145,9.75,168.4,2060.0
2,0,0,0,0,0,0,0,0,6.5,0.62,0.11349999999999999,20.5,0.136,19.75,242.79999999999998,4404.0
1,0,0,0,0,0,0,0,0,8.5,0.688,0.1285,60.099999999999994,0.3215,22.25,280.0,4990.0
