rank_name,degree_rank,closeness_rank,betweenness_rank,strength_rank,eigenvector_centrality_rank,frequency_rank,speech_acts_rank,words_rank
degree_rank,,0.92091908135301,0.7099415412735383,0.9609531328326304,0.7495853867737854,0.4566413394761592,0.39707284917845365,0.13303354548245175
closeness_rank,0.92091908135301,,0.7643599225391867,0.9421626898972115,0.860212406638546,0.5685699169684099,0.4684781153939886,0.2336128397282712
betweenness_rank,0.7099415412735383,0.7643599225391867,,0.760859989106105,0.7917703906995128,0.7995971645181082,0.5285013794169217,0.46211779728728897
strength_rank,0.9609531328326304,0.9421626898972115,0.760859989106105,,0.8564475905868911,0.5935133851055444,0.49588961209471716,0.26928567690630273
eigenvector_centrality_rank,0.7495853867737854,0.860212406638546,0.7917703906995128,0.8564475905868911,,0.7558376886075368,0.5730421059591467,0.4278252762428427
frequency_rank,0.4566413394761592,0.5685699169684099,0.7995971645181082,0.5935133851055444,0.7558376886075368,,0.8507334074144421,0.8096215602573428
speech_acts_rank,0.39707284917845365,0.4684781153939886,0.5285013794169217,0.49588961209471716,0.5730421059591467,0.8507334074144421,,0.8841937676102198
words_rank,0.13303354548245175,0.2336128397282712,0.46211779728728897,0.26928567690630273,0.4278252762428427,0.8096215602573428,0.8841937676102198,
