,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,16,7,5,10,11,12,3.7424999999999997,0.5680000000000001,0.016929,5.9205000000000005,0.027715,2.0395,17.7805,313.78150000000005
9,4,3,2,3,4,2,2,2,11.25,0.7045,0.0513,47.25,0.07189999999999999,8.35,85.75,930.5500000000001
8,3,3,1,2,3,2,1,2,12.75,0.7955,0.325,11.850000000000001,0.33599999999999997,10.45,51.849999999999994,2771.65
7,3,3,0,2,2,2,1,1,14.25,0.841,0.0857,35.45,0.248,20.95,119.65,1544.25
6,2,2,0,2,2,1,1,1,8.25,0.659,0.12,59.05,0.42400000000000004,4.15,153.55,3385.35
5,1,1,0,1,1,1,1,1,6.75,0.6134999999999999,0.15400000000000003,17.75,0.11595,12.55,187.45,5840.15
4,1,1,0,1,1,1,1,0,17.25,0.75,0.188,23.65,0.16,16.75,255.25,2157.95
3,0,1,0,1,1,0,1,0,5.25,0.9775,0.22199999999999998,41.349999999999994,0.29200000000000004,6.25,323.05,3999.0499999999997
2,0,0,0,0,0,0,0,0,9.75,0.8865000000000001,0.2565,29.55,0.20400000000000001,14.649999999999999,221.35000000000002,4612.75
1,0,0,0,0,0,0,0,0,15.75,0.9319999999999999,0.29100000000000004,53.150000000000006,0.38,18.85,289.15,5226.450000000001
