name,betweenness,degree,closeness,closeness_corrected,strength,eigenvector_centrality,avg_distance,avg_distance_corrected,frequency,speech_acts,words,lines,chars,degree_rank,closeness_rank,betweenness_rank,strength_rank,eigenvector_centrality_rank,frequency_rank,speech_acts_rank,words_rank,centrality_rank_avg,centrality_rank_std,centrality_rank_avg_rank,centrality_rank_std_rank,avg_graph_rank,avg_content_rank,overall_avg,overall_avg_rank
HAGEN,0.02531746031746032,12,0.765625,0.875,53,0.46468953407263874,1.3061224489795917,1.1428571428571428,18,141,3017,438,15385,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.625,0.1484668673956776,2.0,2.0,3.0,2.0,2.5,2.0
VOLKER,0.00376984126984127,9,0.6447368421052632,0.7368421052631579,23,0.22226116447785935,1.5510204081632653,1.3571428571428572,6,11,348,50,1801,7.0,7.0,12.0,8.0,8.0,9.0,10.0,10.0,8.875,0.2158610250667247,9.0,11.0,8.0,10.0,9.0,9.0
TRUCHS,0.0,1,0.0625,1.0,1,9.643215803495062e-17,16.0,1.0,1,10,184,29,1019,16.0,16.0,13.0,16.0,16.0,14.0,12.0,12.0,14.375,0.2308514906044267,14.0,13.0,16.0,12.0,14.0,14.0
KÄMMERER,0.0,2,0.47115384615384615,0.5384615384615384,2,0.015648611850787194,2.122448979591837,1.8571428571428572,1,7,23,6,104,15.0,15.0,13.0,15.0,15.0,14.0,14.0,17.0,14.75,0.1456205931276794,16.0,1.0,15.0,16.0,15.5,15.0
UTE,0.07220238095238095,13,0.8166666666666667,0.9333333333333333,29,0.2240523298302241,1.2244897959183674,1.0714285714285714,9,52,636,109,3212,2.0,2.0,2.0,6.0,7.0,7.0,7.0,8.0,5.125,0.3302968091623913,5.0,16.0,4.0,8.0,6.0,6.0
KRIEMHILD,0.08964285714285714,14,0.875,1.0,41,0.33145328385439715,1.1428571428571428,1.0,19,185,3005,475,15403,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.875,0.15580293184477811,1.0,3.0,1.0,1.0,1.0,1.0
GUNTHER,0.035476190476190474,13,0.8166666666666667,0.9333333333333333,56,0.45748706453157684,1.2244897959183674,1.0714285714285714,17,65,548,104,2772,2.0,2.0,3.0,1.0,2.0,3.0,5.0,9.0,3.375,0.3199993024545969,3.0,15.0,1.0,5.0,3.0,3.0
GISELHER,0.024702380952380948,12,0.765625,0.875,33,0.29147924222957067,1.3061224489795917,1.1428571428571428,12,31,646,93,3268,4.0,4.0,5.0,5.0,5.0,5.0,8.0,7.0,5.375,0.17598574414666987,6.0,7.0,5.0,7.0,6.0,6.0
BRUNHILD,0.005436507936507936,9,0.6447368421052632,0.7368421052631579,28,0.2629696715064778,1.5510204081632653,1.3571428571428572,10,118,2815,411,14442,7.0,7.0,8.0,7.0,6.0,6.0,4.0,4.0,6.125,0.18221724671391565,7.0,8.0,7.0,4.0,5.5,5.0
ANTWORT VON DRAUSSEN,0.0,6,0.5568181818181818,0.6363636363636364,6,0.052958382635784736,1.795918367346939,1.5714285714285714,1,3,40,6,185,14.0,14.0,13.0,14.0,14.0,14.0,17.0,16.0,14.5,0.16366341767699427,15.0,5.0,14.0,17.0,15.5,15.0
RUMOLT,0.003968253968253968,7,0.5833333333333333,0.6666666666666666,9,0.05327799638260198,1.7142857142857144,1.5,4,7,148,22,781,11.0,11.0,11.0,13.0,13.0,11.0,14.0,13.0,12.125,0.15580293184477811,13.0,3.0,13.0,12.0,12.5,12.0
GERENOT,0.004047619047619047,7,0.5833333333333333,0.6666666666666666,11,0.10040849303123585,1.7142857142857144,1.5,4,7,59,10,307,11.0,11.0,10.0,12.0,12.0,11.0,14.0,15.0,12.0,0.21128856368212914,12.0,10.0,12.0,14.0,13.0,13.0
WULF,0.0,1,0.0625,1.0,1,9.643215803495062e-17,16.0,1.0,1,9,104,18,545,16.0,16.0,13.0,16.0,16.0,14.0,13.0,14.0,14.75,0.1735912687073534,16.0,6.0,16.0,15.0,15.5,15.0
DANKWART,0.005238095238095238,9,0.6447368421052632,0.7368421052631579,16,0.12520815654316406,1.5510204081632653,1.3571428571428572,6,11,236,35,1234,7.0,7.0,9.0,10.0,10.0,9.0,10.0,11.0,9.125,0.18221724671391565,11.0,8.0,9.0,11.0,10.0,11.0
FRIGGA,0.0,7,0.5833333333333333,0.6666666666666666,20,0.18670139928991994,1.7142857142857144,1.5,8,59,1197,188,6225,11.0,11.0,13.0,9.0,9.0,8.0,6.0,5.0,9.0,0.33407655239053047,10.0,17.0,11.0,6.0,8.5,8.0
SIEGFRIED,0.015039682539682535,11,0.7205882352941176,0.8235294117647058,39,0.36388990998724974,1.3877551020408163,1.2142857142857144,14,134,3107,464,15910,6.0,6.0,6.0,4.0,3.0,4.0,3.0,1.0,4.125,0.22596519169363863,4.0,12.0,6.0,3.0,4.5,4.0
DER KAPLAN,0.006825396825396826,9,0.6447368421052632,0.7368421052631579,14,0.11079275041054217,1.5510204081632653,1.3571428571428572,4,24,837,120,4524,7.0,7.0,7.0,11.0,11.0,11.0,9.0,6.0,8.625,0.2667387365408867,8.0,14.0,9.0,9.0,9.0,9.0
