,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,20,22,31,19,20,25,30,31,8.5,0.5705,0.0179685,7.6000000000000005,0.10085,1.396,10.395,468.9135
9,5,6,2,6,5,5,1,1,2.485,0.5235000000000001,0.345,3.178,0.052450000000000004,2.2,31.5,2368.25
8,3,3,0,5,5,2,1,1,5.5,0.6174999999999999,0.05445,12.0,0.197,8.6,94.5,8999.35
7,3,2,0,2,2,1,1,0,11.5,0.9465,0.09079999999999999,42.8,0.485,3.0,199.5,1420.9499999999998
6,2,0,0,1,1,0,0,0,29.5,0.6645,0.127,16.4,0.245,3.8,52.5,3315.55
5,0,0,0,0,0,0,0,0,14.5,0.7115,0.16349999999999998,20.8,0.149,4.6,73.5,4262.85
4,0,0,0,0,0,0,0,0,17.5,0.7585,0.2,25.2,0.29300000000000004,5.4,115.5,5210.15
3,0,0,0,0,0,0,0,0,20.5,0.8055,0.236,29.6,0.34099999999999997,6.199999999999999,136.5,6157.450000000001
2,0,0,0,0,0,0,0,0,23.5,0.8525,0.272,34.0,0.389,7.0,157.5,7104.75
1,0,0,0,0,0,0,0,0,26.5,0.8995,0.3085,38.400000000000006,0.437,7.8,178.5,8052.05
