,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,8,3,3,4,3,4,3.8,0.6475,0.0177705,2.5345,0.16899999999999998,1.7425,5.851,219.7025
9,2,2,1,2,2,3,3,2,4.6,0.6945,0.126,5.65,0.05745,3.25,15.700000000000001,3907.25
8,1,1,1,1,2,1,1,1,1.396,0.5525,0.34099999999999997,8.75,0.558,6.25,35.3,631.25
7,1,1,0,1,1,1,1,1,6.199999999999999,0.7415,0.05385,11.850000000000001,0.11324999999999999,10.75,45.1,1040.75
6,1,1,0,1,1,1,1,1,7.8,0.8825000000000001,0.08990000000000001,18.05,0.2245,15.25,74.5,1450.25
5,1,1,0,1,1,0,1,1,8.6,0.9764999999999999,0.16149999999999998,27.35,0.44699999999999995,4.75,94.1,1859.75
4,0,0,0,1,0,0,0,0,2.2,0.6,0.197,30.45,0.28,7.75,25.5,2269.25
3,0,0,0,0,0,0,0,0,3.0,0.7885,0.23299999999999998,14.95,0.3355,9.25,54.9,2678.75
2,0,0,0,0,0,0,0,0,5.4,0.8355,0.269,21.15,0.391,12.25,64.69999999999999,3088.25
1,0,0,0,0,0,0,0,0,7.0,0.9295,0.305,24.25,0.5025,13.75,84.30000000000001,3497.75
