,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,9,7,18,6,6,8,18,18,15.299999999999999,0.7065,0.0067815,3.178,0.0288,1.396,6.633,153.648
9,7,7,3,6,6,8,2,2,19.700000000000003,0.804,0.02055,16.4,0.1315,2.2,100.5,1396.8
8,4,4,2,4,4,6,1,1,4.300000000000001,0.5115000000000001,0.03425,29.6,0.16599999999999998,3.0,20.1,465.59999999999997
7,3,2,1,4,4,2,1,1,21.9,0.4625,0.04795,34.0,0.23399999999999999,8.6,33.5,1086.4
6,2,2,1,3,4,1,1,1,2.089,0.7555000000000001,0.11649999999999999,20.8,0.302,4.6,46.900000000000006,1707.2
5,1,2,1,1,1,1,1,1,13.1,0.9015,0.13,12.0,0.268,7.8,60.3,2017.6000000000001
4,0,1,0,1,1,0,1,1,6.5,0.658,0.0617,38.400000000000006,0.3365,3.8,73.7,2328.0
3,0,1,0,1,0,0,1,1,8.7,0.8525,0.07544999999999999,42.8,0.06315,5.4,127.3,2948.8
2,0,0,0,0,0,0,0,0,10.9,0.5605,0.08915000000000001,7.6000000000000005,0.09709999999999999,6.199999999999999,87.1,776.0
1,0,0,0,0,0,0,0,0,17.5,0.6094999999999999,0.10300000000000001,25.2,0.2,7.0,113.9,2638.3999999999996
