,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,12,12,17,6,5,5,5,7,10.65,0.6659999999999999,-0.0001,24.7,0.0206415,2.089,11.0785,417.5285
9,5,5,0,5,5,4,4,5,4.3465,0.272,-0.0009,6.277,0.22949999999999998,10.9,39.75,944.4499999999999
8,0,0,0,1,3,3,3,2,5.050000000000001,0.316,-0.0007,20.1,0.355,6.5,54.05,1993.05
7,0,0,0,1,2,2,1,1,5.75,0.35950000000000004,-0.0005,29.3,0.271,19.700000000000003,82.65,1468.75
6,0,0,0,1,1,1,1,1,6.449999999999999,0.403,-0.00030000000000000003,33.900000000000006,0.188,8.7,96.94999999999999,2517.35
5,0,0,0,1,1,1,1,1,7.15,0.44699999999999995,0.0001,38.5,0.39649999999999996,17.5,111.25,5138.85
4,0,0,0,1,0,1,1,0,7.85,0.4905,0.00030000000000000003,43.099999999999994,0.0626,21.9,125.55,3041.65
3,0,0,0,1,0,0,1,0,8.55,0.534,0.0005,47.7,0.10425000000000001,4.300000000000001,139.85,3565.95
2,0,0,0,0,0,0,0,0,9.25,0.5780000000000001,0.0007,10.899999999999999,0.14600000000000002,13.1,25.450000000000003,4090.25
1,0,0,0,0,0,0,0,0,9.95,0.622,0.0009,15.5,0.313,15.299999999999999,68.35,4614.549999999999
