,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,7,4,4,4,3,2,5.999499999999999,0.9999,-0.0001,19.3,0.4465,4.8,904.6,1050.58
9,0,0,0,2,2,2,2,1,5.9945,0.9991,-0.0009,6.693,0.14700000000000002,1.198,50.926,5229.0
8,0,0,0,1,1,1,1,1,5.9955,0.9993,-0.0007,13.7,0.3135,2.8,335.79999999999995,9397.0
7,0,0,0,0,0,0,1,1,5.997,0.9995,-0.0005,8.100000000000001,0.1805,1.6,809.8,11481.0
6,0,0,0,0,0,0,0,1,5.9985,0.9997,-0.00030000000000000003,9.5,0.21350000000000002,2.0,146.2,15649.0
5,0,0,0,0,0,0,0,1,6.000500000000001,1.0001,0.0001,10.899999999999999,0.247,2.4000000000000004,241.0,19817.0
4,0,0,0,0,0,0,0,0,6.0015,1.0003,0.00030000000000000003,12.3,0.28049999999999997,3.2,430.6,3145.0
3,0,0,0,0,0,0,0,0,6.003,1.0005,0.0005,15.100000000000001,0.34650000000000003,3.5999999999999996,525.4,7313.0
2,0,0,0,0,0,0,0,0,6.0045,1.0007,0.0007,16.5,0.38,4.0,620.2,13565.0
1,0,0,0,0,0,0,0,0,6.0055,1.0009,0.0009,17.9,0.4135,4.4,715.0,17733.0
