,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,5,11,4,5,6,9,10,11.25,0.718,0.007524,6.465,0.04215,2.3365,16.978499999999997,244.53
9,4,3,4,4,3,4,3,3,5.25,0.591,0.0228,20.5,0.306,15.85,51.449999999999996,1235.0
8,2,3,2,4,2,2,3,2,6.75,0.6755,0.0533,41.5,0.0862,5.050000000000001,188.65,2223.0
7,2,2,1,3,2,2,2,2,9.75,0.5485,0.0685,13.5,0.13,7.75,154.35,2717.0
6,2,2,1,1,2,2,1,1,12.75,0.633,0.0837,27.5,0.174,10.45,85.75,741.0
5,1,2,1,1,2,1,1,1,3.7424999999999997,0.76,0.14450000000000002,34.5,0.218,13.15,120.05,1729.0
4,1,1,0,1,2,1,1,1,8.25,0.802,0.03805,48.5,0.262,18.549999999999997,325.85,4693.0
3,1,1,0,1,1,1,0,0,14.25,0.8445,0.09915,55.5,0.394,23.950000000000003,222.95,3211.0
2,1,1,0,1,1,1,0,0,15.75,0.929,0.11449999999999999,69.5,0.438,26.65,257.25,3705.0
1,1,0,0,0,0,0,0,0,17.25,0.887,0.1295,62.5,0.35,21.25,291.54999999999995,4199.0
