,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,7,7,10,7,7,10,10,11,16.6,0.984,0.0017028,28.95,0.324,1.099,5.94,145.33200000000002
9,5,5,7,5,5,7,2,2,9.396,0.696,0.0327,10.0395,0.122,2.9,18.0,734.0
8,5,5,1,5,5,1,2,2,11.8,0.76,0.00859,12.149999999999999,0.14450000000000002,1.9,78.0,2789.2
7,1,1,0,1,1,0,1,1,14.2,0.856,0.00516,20.55,0.23399999999999999,1.2999999999999998,54.0,440.40000000000003
6,0,0,0,0,0,0,1,1,10.2,0.728,0.01205,14.25,0.16699999999999998,1.5,66.0,1027.6
5,0,0,0,0,0,0,1,1,11.0,0.792,0.0155,16.35,0.1895,1.7000000000000002,90.0,1614.8
4,0,0,0,0,0,0,1,0,12.6,0.8240000000000001,0.0189,18.45,0.21200000000000002,2.1,114.0,1321.2
3,0,0,0,0,0,0,0,0,13.4,0.888,0.022350000000000002,22.65,0.2565,2.3,30.0,1908.3999999999999
2,0,0,0,0,0,0,0,0,15.0,0.92,0.0258,24.75,0.279,2.5,42.0,2202.0
1,0,0,0,0,0,0,0,0,15.8,0.952,0.029249999999999998,26.85,0.3015,2.7,102.0,2495.6000000000004
