,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,5,6,11,7,7,7,7,6,3.0,0.471,0.0269775,2.1385,0.04425,1.9405,17.2855,398.921
9,2,3,1,2,2,2,2,3,1.396,0.4365,0.1905,15.950000000000001,0.347,13.350000000000001,83.25,2790.3
8,2,2,1,1,1,1,1,1,2.2,0.6094999999999999,0.245,6.75,0.14550000000000002,5.75,116.15,1198.6999999999998
7,2,2,1,1,1,1,1,1,4.6,0.6785,0.5175000000000001,13.65,0.2965,7.65,149.05,1994.5
6,2,1,0,1,1,1,1,1,7.0,0.7475,0.08175,18.25,0.39749999999999996,9.55,181.95,4381.9
5,1,0,0,1,1,1,1,1,8.6,0.5055000000000001,0.136,20.549999999999997,0.44799999999999995,15.25,247.75,6769.299999999999
4,0,0,0,1,1,1,1,1,3.8,0.54,0.2995,22.85,0.4985,19.05,313.55,7565.1
3,0,0,0,0,0,0,0,0,5.4,0.5745,0.354,4.449999999999999,0.09484999999999999,3.8499999999999996,50.349999999999994,3586.1
2,0,0,0,0,0,0,0,0,6.199999999999999,0.644,0.4085,9.05,0.196,11.45,214.85000000000002,5177.700000000001
1,0,0,0,0,0,0,0,0,7.8,0.713,0.46299999999999997,11.35,0.246,17.15,280.65,5973.5
