,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,18,15,52,18,26,43,42,41,16.6,0.441,0.017225999999999998,19.4,0.02935,1.1485,2.97,48.213
9,13,11,2,13,17,8,3,4,13.0,0.47750000000000004,0.1915,15.0,0.133,2.05,33.0,146.10000000000002
8,11,9,1,11,8,3,2,3,9.399999999999999,0.514,0.052199999999999996,10.600000000000001,0.2625,2.95,9.0,438.3
7,6,9,1,8,3,2,2,2,27.4,0.586,0.3305,37.0,0.15899999999999997,3.85,15.0,340.9
6,3,9,0,2,2,0,2,2,31.0,0.6950000000000001,0.08679999999999999,6.178,0.185,1.4500000000000002,27.0,633.0999999999999
5,2,2,0,2,0,0,1,2,5.782,0.55,0.1215,23.8,0.055349999999999996,1.75,21.0,827.9000000000001
4,2,1,0,1,0,0,1,1,20.2,0.7675000000000001,0.1565,41.400000000000006,0.08125,2.35,39.0,730.5
3,1,0,0,1,0,0,1,1,38.2,0.6225,0.22649999999999998,45.8,0.1071,2.65,45.0,925.3
2,0,0,0,0,0,0,1,0,23.8,0.659,0.2615,28.2,0.21100000000000002,3.25,51.0,243.5
1,0,0,0,0,0,0,1,0,34.599999999999994,0.731,0.29600000000000004,32.599999999999994,0.237,3.55,57.0,535.7
