,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,4,4,4,2,2,2,3,3,5.9,0.9875,0.03165,26.75,0.42000000000000004,3.5940000000000003,71.35,2065.15
9,2,2,3,1,2,2,2,1,4.9,0.8625,0.00164835,6.4355,0.507,12.0,42.75,316.16650000000004
8,1,1,0,1,1,1,1,1,4.099,0.7625,0.005,12.25,0.11280000000000001,8.4,14.0785,755.05
7,0,0,0,1,1,1,1,1,4.300000000000001,0.7875000000000001,0.008335,15.15,0.2005,10.8,142.85,1628.4499999999998
6,0,0,0,1,1,1,0,1,4.5,0.8125,0.01165,23.85,0.244,14.4,28.450000000000003,4248.65
5,0,0,0,1,0,0,0,0,4.699999999999999,0.8374999999999999,0.015,32.55,0.157,4.800000000000001,57.05,1191.75
4,0,0,0,0,0,0,0,0,5.1,0.8875,0.018349999999999998,9.350000000000001,0.28800000000000003,6.0,85.65,2501.85
3,0,0,0,0,0,0,0,0,5.300000000000001,0.9125000000000001,0.021650000000000003,18.05,0.33199999999999996,7.199999999999999,99.94999999999999,2938.55
2,0,0,0,0,0,0,0,0,5.5,0.9375,0.025,20.95,0.376,9.6,114.25,3375.25
1,0,0,0,0,0,0,0,0,5.699999999999999,0.9624999999999999,0.02835,29.65,0.4635,13.2,128.55,3811.95
