name,betweenness,degree,closeness,closeness_corrected,strength,eigenvector_centrality,avg_distance,avg_distance_corrected,frequency,speech_acts,words,lines,chars,degree_rank,closeness_rank,betweenness_rank,strength_rank,eigenvector_centrality_rank,frequency_rank,speech_acts_rank,words_rank,centrality_rank_avg,centrality_rank_std,centrality_rank_avg_rank,centrality_rank_std_rank,avg_graph_rank,avg_content_rank,overall_avg,overall_avg_rank
DAVID,0.08357334869431644,32,1.0,1.0,65,0.33386072450068804,1.0,1.0,9,55,1633,263,8580,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,2.25,0.18600595228571123,2.0,4.0,1.0,3.0,2.0,1.0
EIN LEHRBUBE,0.0,16,0.6666666666666666,0.6666666666666666,16,0.08007084307662432,1.5,1.5,1,2,5,2,22,20.0,20.0,16.0,22.0,22.0,17.0,20.0,30.0,20.875,0.5321683239352001,25.0,19.0,21.0,30.0,25.5,28.0
DIE SCHUSTER,0.0,18,0.6956521739130435,0.6956521739130435,18,0.0921430916580243,1.4375,1.4375,1,2,72,15,412,15.0,15.0,16.0,16.0,20.0,17.0,20.0,16.0,16.875,0.2538762001448738,19.0,9.0,18.0,19.0,18.5,19.0
ZWEITER LEHRBUBE,0.0,4,0.5333333333333333,0.5333333333333333,4,0.02406710461603265,1.875,1.875,1,8,32,8,184,31.0,31.0,16.0,31.0,32.0,17.0,14.0,23.0,24.375,0.9727021916143854,31.0,31.0,32.0,20.0,26.0,29.0
SCHWARZ,0.0,16,0.6666666666666666,0.6666666666666666,16,0.08007084307662432,1.5,1.5,1,1,3,1,22,20.0,20.0,16.0,22.0,22.0,17.0,29.0,32.0,22.25,0.6967718933973811,26.0,24.0,21.0,32.0,26.5,30.0
POGNER,0.027961789554531487,29,0.9142857142857143,0.9142857142857143,53,0.2668692289991764,1.09375,1.09375,5,36,1027,169,5325,4.0,4.0,4.0,5.0,6.0,6.0,8.0,6.0,5.375,0.17598574414666987,6.0,3.0,5.0,7.0,6.0,5.0
ERSTER LEHRBUBE,0.0,4,0.5333333333333333,0.5333333333333333,4,0.02406710461603265,1.875,1.875,1,4,12,4,64,31.0,31.0,16.0,31.0,32.0,17.0,15.0,26.0,24.875,0.9483008771331115,32.0,30.0,32.0,21.0,26.5,30.0
ZORN,0.0,16,0.6666666666666666,0.6666666666666666,16,0.08007084307662432,1.5,1.5,1,2,7,2,45,20.0,20.0,16.0,22.0,22.0,17.0,20.0,27.0,20.5,0.4225771273642583,22.0,15.0,21.0,27.0,24.0,22.0
MAGDALENE,0.005544354838709678,15,0.6530612244897959,0.6530612244897959,34,0.2142601900635833,1.5312500000000002,1.5312500000000002,7,54,756,128,3850,25.0,25.0,15.0,9.0,9.0,4.0,6.0,7.0,12.5,1.0436885140144612,12.0,33.0,20.0,6.0,13.0,12.0
FRITZ KOTHNER,0.00588037634408602,23,0.7804878048780488,0.7804878048780488,34,0.16810262700293876,1.28125,1.28125,2,41,453,88,2548,10.0,10.0,10.0,9.0,10.0,10.0,7.0,8.0,9.25,0.1456205931276794,9.0,1.0,9.0,9.0,9.0,9.0
GESELLEN,0.013440860215053762,24,0.8,0.8,32,0.16362592026162695,1.25,1.25,2,2,113,24,631,9.0,9.0,9.0,15.0,15.0,10.0,20.0,14.0,12.625,0.504167896495942,13.0,18.0,14.0,13.0,13.5,13.0
DIE MEISTER,0.027961789554531487,29,0.9142857142857143,0.9142857142857143,48,0.23614761309447246,1.09375,1.09375,3,13,278,42,1433,4.0,4.0,4.0,8.0,8.0,9.0,10.0,11.0,7.25,0.35825719013819424,8.0,13.0,7.0,10.0,8.5,8.0
DER NACHTWÄCHTER,0.0,14,0.64,0.64,18,0.10390661879140985,1.5625,1.5625,2,2,61,10,325,26.0,26.0,16.0,16.0,16.0,10.0,20.0,17.0,18.375,0.6811803699671413,20.0,23.0,21.0,16.0,18.5,19.0
VOGELGESANG,0.00588037634408602,23,0.7804878048780488,0.7804878048780488,34,0.16810262700293876,1.28125,1.28125,2,9,39,9,202,10.0,10.0,10.0,9.0,10.0,10.0,13.0,21.0,11.625,0.4952339814961928,11.0,17.0,9.0,13.0,11.0,11.0
DIE LEHRBUBEN,0.06425211213517665,31,0.9696969696969697,0.9696969696969697,55,0.27364875139311684,1.03125,1.03125,5,18,381,75,2126,3.0,3.0,3.0,4.0,4.0,6.0,9.0,9.0,5.125,0.32346823094172855,5.0,12.0,4.0,8.0,6.0,5.0
DIE GEMEINDE,0.0,4,0.5333333333333333,0.5333333333333333,4,0.02873434832725599,1.875,1.875,1,1,47,10,233,31.0,31.0,16.0,31.0,31.0,17.0,29.0,19.0,25.625,0.86843840763588,33.0,29.0,31.0,28.0,29.5,33.0
SACHS,0.027961789554531487,29,0.9142857142857143,0.9142857142857143,66,0.34982313625929984,1.09375,1.09375,11,176,5298,854,27117,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.125,0.1940809385650371,1.0,5.0,3.0,1.0,2.0,1.0
NACHTIGALL,0.00588037634408602,23,0.7804878048780488,0.7804878048780488,34,0.16810262700293876,1.28125,1.28125,2,13,59,13,306,10.0,10.0,10.0,9.0,10.0,10.0,10.0,18.0,10.875,0.3625153937618177,10.0,14.0,9.0,11.0,10.0,10.0
DIE NACHBARINNEN,0.0,14,0.64,0.64,14,0.07548462943085692,1.5625,1.5625,1,1,134,19,654,26.0,26.0,16.0,27.0,27.0,17.0,29.0,13.0,22.625,0.7761440288834467,28.0,26.0,27.0,23.0,25.0,25.0
EIN ZWEITER NACHBAR,0.0,14,0.64,0.64,14,0.07548462943085692,1.5625,1.5625,1,3,15,3,72,26.0,26.0,16.0,27.0,27.0,17.0,18.0,24.0,22.625,0.5973808159672641,28.0,20.0,27.0,23.0,25.0,25.0
MOSER,0.0,16,0.6666666666666666,0.6666666666666666,16,0.08007084307662432,1.5,1.5,1,2,6,2,30,20.0,20.0,16.0,22.0,22.0,17.0,20.0,28.0,20.625,0.4577580263788782,23.0,16.0,21.0,28.0,24.5,23.0
EVA,0.02570564516129032,25,0.8205128205128205,0.8205128205128205,49,0.2696252273172214,1.21875,1.21875,7,104,1405,237,6875,8.0,8.0,8.0,6.0,5.0,4.0,3.0,5.0,5.875,0.24492619150616435,7.0,8.0,8.0,4.0,6.0,5.0
ORTEL,0.00588037634408602,23,0.7804878048780488,0.7804878048780488,34,0.16810262700293876,1.28125,1.28125,2,2,6,2,26,10.0,10.0,10.0,9.0,10.0,10.0,20.0,28.0,13.375,0.8632825125233172,14.0,28.0,9.0,21.0,15.0,15.0
MEISTERSINGER,0.0,18,0.6956521739130435,0.6956521739130435,18,0.09214309165802431,1.4375,1.4375,1,4,43,7,240,15.0,15.0,16.0,16.0,17.0,17.0,15.0,20.0,16.375,0.21062725200152588,17.0,6.0,15.0,17.0,16.0,16.0
WALTHER,0.08357334869431644,32,1.0,1.0,65,0.32841396798762934,1.0,1.0,8,101,2185,452,11434,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.25,0.1456205931276794,2.0,1.0,2.0,2.0,2.0,1.0
EIN NACHBAR,0.0,14,0.64,0.64,14,0.07548462943085692,1.5625,1.5625,1,3,15,3,74,26.0,26.0,16.0,27.0,27.0,17.0,18.0,24.0,22.625,0.5973808159672641,28.0,20.0,27.0,23.0,25.0,25.0
DIE BÄCKER,0.0,18,0.6956521739130435,0.6956521739130435,18,0.0921430916580243,1.4375,1.4375,1,1,35,7,180,15.0,15.0,16.0,16.0,20.0,17.0,29.0,22.0,18.75,0.604115350858474,21.0,22.0,18.0,31.0,24.5,23.0
EISSLINGER,0.0,16,0.6666666666666666,0.6666666666666666,16,0.08007084307662432,1.5,1.5,1,1,1,1,5,20.0,20.0,16.0,22.0,22.0,17.0,29.0,33.0,22.375,0.7286775570462268,27.0,25.0,21.0,33.0,27.0,32.0
DAS VOLK,0.0,18,0.6956521739130435,0.6956521739130435,18,0.09214309165802431,1.4375,1.4375,1,12,334,56,1681,15.0,15.0,16.0,16.0,17.0,17.0,12.0,10.0,14.75,0.31160586368955623,16.0,11.0,15.0,12.0,13.5,13.0
DIE SCHNEIDER,0.0,18,0.6956521739130435,0.6956521739130435,18,0.09214309165802431,1.4375,1.4375,1,2,94,16,515,15.0,15.0,16.0,16.0,17.0,17.0,20.0,15.0,16.375,0.21062725200152588,17.0,6.0,15.0,17.0,16.0,16.0
FOLTZ,0.00588037634408602,23,0.7804878048780488,0.7804878048780488,34,0.16810262700293876,1.28125,1.28125,2,2,4,2,14,10.0,10.0,10.0,9.0,10.0,10.0,20.0,31.0,13.75,0.9791350045539466,15.0,32.0,9.0,26.0,17.5,18.0
NACHBARN,0.0,14,0.64,0.64,14,0.07548462943085692,1.5625,1.5625,1,4,154,28,776,26.0,26.0,16.0,27.0,27.0,17.0,15.0,12.0,20.75,0.7898632340927312,24.0,27.0,27.0,13.0,20.0,21.0
BECKMESSER,0.027961789554531487,29,0.9142857142857143,0.9142857142857143,49,0.24430426361218605,1.09375,1.09375,4,110,2762,469,14139,4.0,4.0,4.0,6.0,7.0,8.0,2.0,2.0,4.625,0.2749797070434731,4.0,10.0,6.0,4.0,5.0,4.0
