,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,3,3,3,2,2,2,2,2,1.9998,0.9999,-0.0001,10.75,0.6365000000000001,8.75,162.2,2181.112
9,0,0,0,1,1,1,1,1,1.9982,0.9991,-0.0009,6.2475000000000005,0.40900000000000003,4.2475000000000005,93.762,3420.2
8,0,0,0,0,0,0,0,0,1.9986,0.9993,-0.0007,6.75,0.4345,4.75,101.4,2319.3999999999996
7,0,0,0,0,0,0,0,0,1.999,0.9995,-0.0005,7.25,0.4595,5.25,109.0,2457.0
6,0,0,0,0,0,0,0,0,1.9994,0.9997,-0.00030000000000000003,7.75,0.4845,5.75,116.6,2594.6000000000004
5,0,0,0,0,0,0,0,0,2.0002,1.0001,0.0001,8.25,0.51,6.25,124.2,2732.2
4,0,0,0,0,0,0,0,0,2.0006,1.0003,0.00030000000000000003,8.75,0.5355000000000001,6.75,131.8,2869.8
3,0,0,0,0,0,0,0,0,2.001,1.0005,0.0005,9.25,0.5605,7.25,139.39999999999998,3007.3999999999996
2,0,0,0,0,0,0,0,0,2.0014,1.0007,0.0007,9.75,0.586,7.75,147.0,3145.0
1,0,0,0,0,0,0,0,0,2.0018,1.0009,0.0009,10.25,0.6114999999999999,8.25,154.60000000000002,3282.6000000000004
