,degree,closeness,betweenness,strength,eigenvector_centrality,frequency,speech_acts,words,degree_interval,closeness_interval,betweenness_interval,strength_interval,eigenvector_centrality_interval,frequency_interval,speech_acts_interval,words_interval
10,6,5,19,8,12,15,13,10,3.5500000000000003,0.487,0.014701500000000001,2.8315,0.04965,1.4455,7.088500000000001,133.4325
9,6,5,2,7,3,2,2,9,6.949999999999999,0.563,0.07435,6.550000000000001,0.09795,2.3499999999999996,19.450000000000003,398.25
8,4,4,2,2,2,2,2,2,10.35,0.525,0.2825,13.95,0.14600000000000002,5.05,68.65,2506.25
7,2,2,0,2,2,1,2,1,1.8415000000000001,0.6005,0.0446,17.65,0.433,3.25,80.94999999999999,925.25
6,2,2,0,1,1,1,1,1,5.25,0.638,0.1041,21.35,0.242,5.95,31.75,1452.25
5,2,2,0,1,1,1,1,0,17.15,0.6759999999999999,0.134,25.049999999999997,0.29000000000000004,7.75,56.35,661.75
4,1,2,0,1,1,1,1,0,13.75,0.827,0.16349999999999998,32.45,0.33799999999999997,9.55,93.25,1188.75
3,0,1,0,1,1,0,1,0,8.65,0.752,0.193,36.15,0.481,4.15,117.85,1715.75
2,0,0,0,0,0,0,0,0,12.05,0.714,0.22299999999999998,10.25,0.194,6.85,44.05,1979.25
1,0,0,0,0,0,0,0,0,15.45,0.7895000000000001,0.253,28.75,0.38549999999999995,8.649999999999999,105.55000000000001,2242.75
